Full filepath,Full Class Index,sensitivityscore_before_features.5.block.0.0,sensitivityscore_before_features.5.block.1.0,sensitivityscore_before_features.5.block.2.fc2,sensitivityscore_before_features.5.block.3.0,sensitivityscore_before_features.6.block.0.0,sensitivityscore_before_features.6.block.1.0,sensitivityscore_before_features.6.block.2.fc2,sensitivityscore_before_features.6.block.3.0,sensitivityscore_before_features.7.block.0.0,sensitivityscore_before_features.7.block.1.0,sensitivityscore_before_features.7.block.2.fc2,sensitivityscore_before_features.7.block.3.0
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,0,0.0131600415,0.0067159627,-0.012187915,-0.025140397,-0.0026937928,0.0024082374,0.07432072,-0.04686814,-0.012743708,-0.008076792,-0.10959894,-0.043225393
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,-0.00076425914,-0.00305107,-0.023127418,-0.017613132,-0.008511213,0.00014890602,0.01304784,-0.018565932,-0.0015165345,0.001565715,-0.0922468,0.037299186
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,0,-0.0036942258,-0.0031110572,-0.046180386,0.016293414,-0.014406582,0.006598359,-0.020324387,-0.022069532,0.023824792,0.00504974,-0.06841814,-0.0009935796
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,0,-0.011702231,-0.0016669957,-0.085035995,-0.0406503,-0.0016149909,0.003228777,-0.018719532,-0.022888634,-0.022317655,-0.004192191,0.00666748,-0.007373473
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,0,0.008232274,0.00041421782,0.052883103,-0.034332152,-0.0038438016,-0.0016027426,0.047388464,-0.056734253,-0.006235012,-0.0030053458,0.0024481416,-0.0029368214
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,0,0.011022914,-0.0047800397,0.026776347,-0.014803966,0.0040513035,-0.007043951,-0.08254729,-0.021202782,-0.0065440843,0.00018465781,-0.079216,0.016621023
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,0,-0.0019910077,-0.0037455475,-0.07606283,-0.009542021,0.0018427464,0.00082066935,0.08818167,-0.014659024,0.003478859,-0.0014566411,-0.23341922,0.018330514
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,0,0.00970239,0.008906394,0.049180165,-0.044275083,-0.00041093887,0.0031910602,0.014010772,-0.05567157,-0.021113303,-0.0066894935,0.07410878,-0.041733716
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,0,0.012180191,0.0026062038,-0.0083980225,0.02579755,0.0013551745,0.01060508,0.061422117,0.012520239,-0.0011700786,-0.00084565015,-0.005181957,0.023633158
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.jpg,0,0.0025971816,-0.00011421554,0.039082386,0.009752983,0.0058278893,0.0019059391,0.032627888,0.006993412,0.013143651,0.00017677835,0.037362527,0.010840903
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,0,-0.012921883,-0.0063725607,0.0033072894,-0.0073050186,-0.0040694443,-0.009611854,-0.0656465,-0.027452437,-0.025299644,0.0064112158,-0.22703671,0.015513739
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,-0.0003902139,0.005543138,0.03645102,-0.005825469,0.007264069,0.007885168,-0.028464362,0.008496959,0.010356367,0.0030811392,-0.020396791,0.025909208
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,0,-0.0010433292,-0.0016101805,0.030730618,-0.0063674888,0.0118512735,0.0051977485,-0.044568904,-0.013780047,-0.006055042,-0.0014063753,-0.1859572,0.021812318
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,0,0.0048595928,0.0033178732,-0.0004636161,-0.022481097,-0.0046674954,3.570816e-05,0.058106314,-0.029824823,0.00376984,-0.0017659722,-0.02935905,-0.02671913
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,0,0.00067179604,0.007939681,-0.019455638,-0.0042441124,0.004609729,0.0017262825,0.031842902,0.0073933294,-0.015486491,-0.0018859649,-0.0467449,-0.016669242
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,0,-0.006610305,-0.0061827046,-0.0672045,-0.033600688,0.00056637265,0.002749055,0.118709415,-0.021702467,-0.004770152,-0.0020982013,-0.12486046,-0.028168643
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,0,0.00034542428,0.0045832386,0.03936617,0.0077544344,-0.004035099,-0.0027701806,-0.033580814,0.014214219,0.023374423,0.00015155983,-0.07501174,0.02167122
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,0.009281917,0.0016437112,-0.14419657,-0.008399844,-0.004325463,0.0037308943,-0.056349255,0.021803355,0.0041506644,0.0037438176,0.10335999,0.004073767
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,0,-0.0013905002,0.0051208814,-0.0736509,-0.0022797254,0.005108529,-0.00038061978,0.042228974,-0.025411565,-0.004688572,0.00045023405,-0.027125318,0.009907322
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.jpg,0,-0.011008771,-0.003525838,-0.017707434,-0.032448757,0.0054561,0.00013050018,-0.049158134,0.010883763,0.00117076,0.0022572083,-0.06278086,-0.009580262
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,0,-0.004748352,-0.006711625,-0.0438471,-0.013811579,0.0021331385,0.0010379755,-0.07170772,-0.03695052,0.008424958,3.921846e-05,-0.13617006,0.005378496
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,0,0.009558616,0.0029137547,-0.018775908,-0.0012191678,-0.0011760744,0.0021118808,-0.07242209,-0.027741503,-0.011270847,-0.005912314,-0.03199195,-0.011030689
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,0,-0.0033035546,0.0015705642,-0.010334395,0.0035204538,0.0042487383,0.004856407,0.042196613,-0.039788432,0.0025107693,-0.0013959261,0.0045544244,-0.00041342154
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg,0,0.012905086,0.009275042,0.19082011,0.026467206,-0.013037062,0.0024930057,-0.025985857,-0.00063571986,0.0449292,-0.0020849877,-0.100970626,0.016998656
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,0,0.0028767446,-0.0045742043,0.004172612,-0.0004577292,0.010595457,0.0045680655,0.03222646,-0.03128095,-0.024625584,-0.002129545,-0.025247246,-0.004550243
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,0,-0.010616723,-0.0072125276,-0.27164075,-0.028823525,-0.00047912635,-0.00211026,0.07203466,-0.038275946,-0.019629056,-0.0045070546,0.022326404,-0.02800493
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg,0,-0.005053117,-0.008071982,-0.0743438,-0.037939914,0.010765023,-0.003916217,-0.113435075,-0.029643346,-0.0027957303,-0.008574453,-0.1285444,-0.015578903
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0025_796057.jpg,0,-6.266078e-05,-0.0051605264,0.016247816,-0.008390711,-0.0034823506,-0.0015624487,0.044024803,-0.005942531,-0.012487199,-0.00061654777,-0.12785539,-0.0131321205
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg,0,0.004657103,0.0029332542,0.00553409,-0.026672918,-0.0061563943,8.156791e-05,0.024506044,0.007525976,-0.0073299347,-0.0003355975,0.1109783,-0.030101512
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,0,-0.009528833,-0.0039473837,-0.044318616,0.0066316444,0.013882497,0.006798717,0.05682627,-0.031167936,-0.025134765,-0.0038365987,-0.1286338,0.0060349517
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,0,0.00034675654,-0.0027145136,0.042230606,-0.028999375,-0.008166965,0.005768284,-0.020682182,-0.05737827,-0.009230903,0.0012157764,0.066284716,0.019459505
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg,0,0.0016675035,0.0061293812,-0.021295898,0.012394865,0.0085656,0.005727496,0.11043808,-0.04005835,0.013132398,0.0072945496,-0.033074457,-0.007913744
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,0,-0.0072572534,0.0009427507,-0.04984524,-0.02191706,0.0151198935,0.0018311766,-0.02734801,-0.013598122,-0.00952367,0.0023632625,-0.12821218,-0.007959109
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,0,0.009389909,0.01120924,0.06403579,-0.006297802,-0.0109170545,0.003116842,0.09505805,-0.06686991,-0.019376539,-0.006309686,0.03742356,-0.032512113
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0051_796103.jpg,0,0.008070193,0.0066159293,-0.0018291995,-0.019390533,-0.0047168573,0.0034208978,0.0071872086,-0.024607262,0.001550233,0.0058156224,0.012967496,0.0015734592
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,0,0.008870524,0.0012302084,0.007701624,0.0016597374,0.0036590658,-0.00034303032,-0.054947548,-0.04585412,-0.011848176,0.006934991,-0.14345545,0.0044864453
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,0,0.020989638,-0.00036848919,-0.0037487298,0.021534875,-0.022871481,0.018799685,0.054631334,-0.02156299,0.004238027,-0.00021522961,0.013440441,-0.02177604
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,0,0.008149583,-0.0009265359,0.06487602,-0.0040973956,0.0049799,-0.0004979981,-0.13360554,0.008069707,0.009233698,0.0041914005,-0.09001788,0.013399952
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,0.0011682835,-0.0016717333,0.04450489,-0.011289545,-0.0036643813,-0.00053767936,-0.10261315,0.02704622,0.003516746,-0.0020360881,0.12578663,-0.00078285625
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,1,0.0016411268,0.00065219146,0.06618796,-0.00011617597,0.0029822574,0.0010533053,0.028344426,0.060776494,0.015728429,-0.0014650878,0.011098292,0.025551405
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg,1,-0.008826971,0.00075684546,-0.13511541,-0.015287957,-3.5576522e-07,0.00051169575,0.010427341,0.040186357,0.027812308,0.0060706767,0.06442872,-0.0020862715
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,0.00153358,0.0044738464,0.07182135,0.006968328,0.008057659,-0.0007497106,0.064146176,0.007307861,0.011498844,0.0020998588,-0.04749551,-0.010395746
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0073_927.jpg,1,-0.005322943,0.001731439,-0.04090341,-0.03159508,0.00471863,-0.0024439273,-0.020016871,0.016970761,0.009085442,0.003831022,-0.12890464,0.057850912
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1,-0.013747798,-0.0048367204,0.04686112,-0.011308883,0.0041724825,-0.0010702526,0.078123346,0.047086563,-0.00070682704,0.0045458986,0.18323107,0.0026673046
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,-0.006002481,0.001257356,0.06582861,-0.040902376,-0.010460465,0.0010514822,0.06589241,-0.05420345,-0.014461809,-0.0073095094,-0.044298306,-0.023775227
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,1,-0.011316128,-0.0005786726,0.051052973,-0.008570423,0.007296046,-0.0024418472,-0.13187575,0.025332777,-0.023492163,-0.0049613295,-0.027719615,-0.0056677265
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,1,0.0060757506,0.0014338221,-0.013648778,-0.018120788,0.008093856,0.0014441849,-0.026072588,0.012528606,-0.0068005957,-0.00376656,0.11834714,-0.020058922
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,1,-0.0016386939,0.00500482,0.075075306,-0.02674185,0.008412518,-0.0042813173,0.006862331,0.0052932575,-0.01859266,-0.009572931,0.2352728,-0.0499104
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,-0.014171453,-0.0054763537,-0.023254264,-0.010874547,0.009534039,0.0050086468,0.04118193,-0.0027245574,-0.00027783122,-0.0056148195,0.026940575,-0.004396402
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,0.0059999665,-0.00075860973,0.016154274,0.00908733,0.01623331,0.0050562406,0.09971177,0.0042328453,-0.020848472,-0.003434372,0.03355602,-0.0018591527
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0058_637.jpg,1,-0.009089125,-0.0036106403,0.027373172,-0.02932858,0.00022766332,-0.00026015355,0.046430912,0.0068602115,-0.015712472,-0.002407832,-0.013905528,-0.012187928
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,0.010652223,0.0030404287,0.024196569,0.026721142,0.009798867,0.0021242518,0.026381506,-0.013865035,-0.0037085463,0.0007561045,-0.084201954,0.017462827
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,1,0.0011680447,-1.0926742e-06,0.021634873,-0.00029712263,0.0042345324,-0.002266445,-0.007844618,0.013495686,0.014810398,0.0012104255,-0.057664543,0.0035874178
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg,1,-0.0008834568,-0.00331769,0.10858626,-0.02378091,0.00822391,0.0019869558,0.035256512,-0.030019587,-0.016846497,-0.0026278375,0.18116611,0.0020509777
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,1,-0.017302476,-0.001474123,-0.048894975,-0.020497343,0.0052313837,0.0014742706,-0.024884999,0.014527155,-0.01369355,-0.00065081276,0.03308684,0.016473196
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,-0.0004993137,-0.006968008,-0.087373406,-0.035339702,-0.004335709,0.0013014209,-0.024674388,-0.0116110835,0.00012922147,-0.0021450329,0.095955506,-0.03873867
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,1,-0.029558094,-0.011783987,-0.15842092,-0.025843143,-0.0072134845,-0.0063685095,0.008703487,-0.006504538,0.016881475,0.002057411,0.12883012,-0.0010210131
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,1,0.0015036184,0.0017319163,-0.043326385,-0.00887178,0.0013624643,0.0031530934,0.005793955,0.067200154,0.028769057,0.006864206,-0.018608373,0.022434529
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,1,-0.011161435,-0.0037695242,-0.036102794,-0.012678139,0.0047505647,-0.0034250657,0.008237335,-0.04773786,-0.031238094,-0.005765139,-0.12813249,-0.0064331004
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,1,0.00472588,-0.00015500869,-0.011744127,-0.008878307,0.002487858,-3.7089922e-07,0.07464488,-0.008846603,-0.012686437,-0.0050217947,0.057031967,0.0036607042
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0093_725.jpg,1,-0.017949773,-0.0026188912,-0.028173586,-0.021762954,0.0048253634,0.0009807888,0.06751551,-0.061387457,-0.03167871,-0.009759186,-0.019684978,-0.047597185
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,-0.003491355,-0.0059046405,0.003504537,-0.018331524,0.0019946387,0.0021504348,-0.0053458735,-0.02428541,-0.020522011,-0.0010490993,0.11815886,0.0010130815
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,-0.0072897454,-0.005367307,-0.0016241837,-0.013596706,0.010015556,0.004126651,0.006019528,-0.0103659015,-0.041110575,-0.0014305692,-0.09626797,-0.023251953
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg,1,-0.014507538,-0.004521299,0.0043380484,0.002053137,0.0122368345,-0.0051123556,0.046073683,0.03546673,-0.0018129135,-0.0019538833,0.15909252,-0.024052138
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,1,0.0035720167,-0.0034236205,0.01101163,-0.0051603387,-0.00036546757,0.005096918,0.06880984,0.017840683,0.008323588,-0.0021491034,0.0100225955,-0.033162586
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,-0.011984404,-0.006927869,0.09337811,-0.020386524,0.010750201,-0.0020231302,0.0074746646,-0.0031248424,-0.02470973,-0.0031227225,-0.07630552,-0.030305818
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,1,-0.0069435136,-0.0020892275,-0.0647697,-0.028234083,-0.00019543897,-0.0036159756,-0.027131736,0.02631317,-0.013416546,-0.0044282447,0.11248549,-0.025048796
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,1,-0.012399075,-0.0040032472,0.024963163,-0.0278725,0.008010147,-0.0018571718,0.02134205,0.00024570012,-0.030272476,-0.008103015,0.044461742,-0.045339834
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,-0.006218195,6.553414e-05,0.03772223,0.0015307483,0.0004920503,-0.004073857,0.008367088,0.0025767777,-0.0057272594,-0.0023552184,0.12399787,-0.047462165
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,1,-0.0072595985,-0.0031420654,0.1460081,0.0008800067,0.007681816,-0.0021115504,-0.05114703,0.051770978,-0.0071410374,-0.0029010472,-0.061855547,0.0115706185
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,1,0.0033020996,0.00054252567,0.10313232,0.009381184,2.2169901e-05,0.0057262983,0.074052736,0.018279728,-0.0154224625,-0.0026982962,0.17826301,-0.019775722
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg,1,-0.004320139,-0.0025697805,0.12300237,0.015596612,0.0058638593,-0.0010761884,-0.013641054,0.03923397,0.0010075619,-0.004290774,0.013417149,-0.035232164
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,-0.0024819644,-0.010102831,0.028722879,-0.012036261,0.00839892,-0.00051237317,-0.035406396,0.026244983,-0.005320452,-0.0008319543,0.028371714,-0.029649358
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,1,-0.012892626,-0.005882024,-0.0032978654,-0.0061166356,0.0073936754,0.0022798795,0.05752187,0.0128198,0.009557073,0.0044861967,0.07188496,0.027654074
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,0.010797614,0.005730513,0.14787504,0.027025048,0.0047143446,0.0033855932,-0.025795382,0.019062508,0.004122507,-0.0017858908,-0.01720637,0.006302206
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,1,0.011500413,0.0033642105,0.1005131,-0.0069389655,0.005713253,-0.0006136389,-0.046556953,0.025109729,-0.00494017,-0.0043827333,0.08031985,-0.006103483
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,1,0.0018567466,0.0051048864,0.00029918924,-0.0036900532,-0.0008118525,-0.004513978,-0.1541086,-0.020956561,-0.012642888,-0.0054214457,-0.21158344,0.0014991043
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0004_930.jpg,1,0.0034590496,0.0024216224,0.001583904,-0.026894158,0.0050071264,0.004017349,-0.027902054,0.059535436,-0.001796728,-0.0038877036,0.047530912,-0.009661038
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,0.0017931876,0.0004516968,-0.017833399,-0.006380733,0.01038453,0.0041718124,-0.045990847,-0.041887343,-0.031217124,-0.007109253,0.01727302,-0.02425532
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,1,0.011671677,0.0013944325,0.086262554,0.0037847506,0.012663338,-0.0025891885,0.11056427,-0.0012886666,-0.010633027,0.0005845425,0.094841704,0.014235014
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,-0.00072830566,-0.0027938648,-0.04860342,0.0013125171,-0.005992228,-9.806501e-05,0.045366623,-0.038590528,0.0009764079,-0.004955918,0.12996121,0.01631202
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,-0.0035136181,0.0029651718,0.056308493,-0.008686607,-0.0004553292,-0.0010063814,0.073736265,0.0006113425,-0.0017330828,-0.00557116,-0.061148968,-0.016354833
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,1,-0.015453526,-0.0054134624,-0.09290257,-0.022115404,-0.0010712905,0.003010137,0.036674097,-0.0015254286,0.010742548,-0.00016961468,0.11242607,-0.0070932982
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.004116868,0.0016407941,0.065931596,-0.0024013547,0.01827504,0.0013140595,0.014143068,0.0015684976,-0.022953913,-0.0034738574,-0.19617024,-0.004946111
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,-0.00525338,-0.0030969386,0.010954093,0.0015916247,0.00529275,0.0040129367,0.06983213,-0.030933797,-0.028077286,-0.007387394,0.039647296,-0.026400931
/mnt/sdd/caltech_training/multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,1,-0.007700567,-0.0039788866,-0.11229625,-0.031641163,-0.0038070674,-0.0037962082,0.0064500794,-0.047033433,-0.017858531,-0.0027690055,0.03998657,-0.04685624
