Full filepath,Full Class Index,sensitivityscore_before_Conv2d_1a_3x3.conv,sensitivityscore_before_Conv2d_2a_3x3.conv,sensitivityscore_before_Conv2d_2b_3x3.conv,sensitivityscore_before_maxpool1,sensitivityscore_before_Conv2d_3b_1x1.conv,sensitivityscore_before_Conv2d_4a_3x3.conv,sensitivityscore_before_maxpool2,sensitivityscore_before_Mixed_5b.branch1x1.conv,sensitivityscore_before_Mixed_5b.branch5x5_1.conv,sensitivityscore_before_Mixed_5b.branch5x5_2.conv,sensitivityscore_before_Mixed_5b.branch3x3dbl_1.conv,sensitivityscore_before_Mixed_5b.branch3x3dbl_2.conv,sensitivityscore_before_Mixed_5b.branch3x3dbl_3.conv,sensitivityscore_before_Mixed_5b.branch_pool.conv,sensitivityscore_before_Mixed_5c.branch1x1.conv,sensitivityscore_before_Mixed_5c.branch5x5_1.conv,sensitivityscore_before_Mixed_5c.branch5x5_2.conv,sensitivityscore_before_Mixed_5c.branch3x3dbl_1.conv,sensitivityscore_before_Mixed_5c.branch3x3dbl_2.conv,sensitivityscore_before_Mixed_5c.branch3x3dbl_3.conv,sensitivityscore_before_Mixed_5c.branch_pool.conv,sensitivityscore_before_Mixed_5d.branch1x1.conv,sensitivityscore_before_Mixed_5d.branch5x5_1.conv,sensitivityscore_before_Mixed_5d.branch5x5_2.conv,sensitivityscore_before_Mixed_5d.branch3x3dbl_1.conv,sensitivityscore_before_Mixed_5d.branch3x3dbl_2.conv,sensitivityscore_before_Mixed_5d.branch3x3dbl_3.conv,sensitivityscore_before_Mixed_5d.branch_pool.conv,sensitivityscore_before_Mixed_6a.branch3x3.conv,sensitivityscore_before_Mixed_6a.branch3x3dbl_1.conv,sensitivityscore_before_Mixed_6a.branch3x3dbl_2.conv,sensitivityscore_before_Mixed_6a.branch3x3dbl_3.conv,sensitivityscore_before_Mixed_6b.branch1x1.conv,sensitivityscore_before_Mixed_6b.branch7x7_1.conv,sensitivityscore_before_Mixed_6b.branch7x7_2.conv,sensitivityscore_before_Mixed_6b.branch7x7_3.conv,sensitivityscore_before_Mixed_6b.branch7x7dbl_1.conv,sensitivityscore_before_Mixed_6b.branch7x7dbl_2.conv,sensitivityscore_before_Mixed_6b.branch7x7dbl_3.conv,sensitivityscore_before_Mixed_6b.branch7x7dbl_4.conv,sensitivityscore_before_Mixed_6b.branch7x7dbl_5.conv,sensitivityscore_before_Mixed_6b.branch_pool.conv,sensitivityscore_before_Mixed_6c.branch1x1.conv,sensitivityscore_before_Mixed_6c.branch7x7_1.conv,sensitivityscore_before_Mixed_6c.branch7x7_2.conv,sensitivityscore_before_Mixed_6c.branch7x7_3.conv,sensitivityscore_before_Mixed_6c.branch7x7dbl_1.conv,sensitivityscore_before_Mixed_6c.branch7x7dbl_2.conv,sensitivityscore_before_Mixed_6c.branch7x7dbl_3.conv,sensitivityscore_before_Mixed_6c.branch7x7dbl_4.conv,sensitivityscore_before_Mixed_6c.branch7x7dbl_5.conv,sensitivityscore_before_Mixed_6c.branch_pool.conv,sensitivityscore_before_Mixed_6d.branch1x1.conv,sensitivityscore_before_Mixed_6d.branch7x7_1.conv,sensitivityscore_before_Mixed_6d.branch7x7_2.conv,sensitivityscore_before_Mixed_6d.branch7x7_3.conv,sensitivityscore_before_Mixed_6d.branch7x7dbl_1.conv,sensitivityscore_before_Mixed_6d.branch7x7dbl_2.conv,sensitivityscore_before_Mixed_6d.branch7x7dbl_3.conv,sensitivityscore_before_Mixed_6d.branch7x7dbl_4.conv,sensitivityscore_before_Mixed_6d.branch7x7dbl_5.conv,sensitivityscore_before_Mixed_6d.branch_pool.conv,sensitivityscore_before_Mixed_6e.branch1x1.conv,sensitivityscore_before_Mixed_6e.branch7x7_1.conv,sensitivityscore_before_Mixed_6e.branch7x7_2.conv,sensitivityscore_before_Mixed_6e.branch7x7_3.conv,sensitivityscore_before_Mixed_6e.branch7x7dbl_1.conv,sensitivityscore_before_Mixed_6e.branch7x7dbl_2.conv,sensitivityscore_before_Mixed_6e.branch7x7dbl_3.conv,sensitivityscore_before_Mixed_6e.branch7x7dbl_4.conv,sensitivityscore_before_Mixed_6e.branch7x7dbl_5.conv,sensitivityscore_before_Mixed_6e.branch_pool.conv
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,1,0.000526177,-0.000385611,-0.002180955,0.002300598,0.005038017,-0.002415039,-0.00591521,-0.022717264,0.00448409,-0.000946378,-0.004834499,-0.002443089,0.002398287,0.000169758,-0.021146797,-0.007976193,-0.000296445,0.003601749,0.011921299,0.002682583,-0.006937195,-0.008615653,-0.013235141,-0.00336162,-0.000122303,-0.002721923,0.00396887,-0.006989149,-0.002971174,-0.005674109,-0.008221811,-0.003084287,-0.000744803,-0.009884132,-0.00307764,-0.012662841,0.00062259,-0.018078128,-0.028046496,-0.00511418,-0.001775195,-0.005127407,0.000665404,0.01494061,0.008290336,0.010549298,0.027652662,0.011123352,0.011016598,0.010543327,0.012242895,-0.006701975,-0.0038548,0.002041445,-0.015504323,-0.005899636,0.013440574,0.011710398,0.013453713,0.01098129,-0.001547377,-0.007653462,-0.010920754,0.021616016,0.028286371,0.015049616,0.006507758,0.010358749,0.015601767,0.018469626,0.024165068,0.008672119
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,0.005465132,0.000685836,0.000757771,-0.007230272,-0.008943059,-0.004357996,-0.008819517,-0.003229771,0.012586664,-0.008881661,-0.007908452,-0.013376022,-0.004700285,-0.014783876,0.014121785,-0.022202592,-0.024411235,-0.017211033,-0.006418098,-0.002338339,-0.01255136,0.011192733,0.005962822,0.009402192,0.001094773,0.002719969,-0.009852147,-0.012759764,0.004033558,0.001788096,-0.008969657,0.015563836,0.00068763,-0.019202137,-0.022001691,0.004426652,0.007586611,0.001871136,-0.004828168,-0.020725705,-0.009765654,0.008065045,-0.002230622,0.00410036,-0.016188018,-0.010184228,0.008089053,0.01286387,0.00373918,-0.009707045,-0.007547844,0.000702558,0.009076745,-0.004404258,0.005027523,0.004461004,-0.03586942,-0.043597065,-0.024158638,-0.019847032,9.02E-05,0.0067795,0.0109662,4.78E-05,0.007811421,0.004176774,-0.002778782,-0.001208633,0.012655877,0.008538269,0.001866889,0.016049542
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,0.001948946,0.002563648,0.001393076,0.008051627,0.003776186,-0.00211381,0.001123478,-0.005883209,-0.020056495,-0.011790171,-0.002582964,-0.008883471,-0.004661752,-0.001013477,0.005985471,-0.022053905,-0.006452,-0.004267024,-0.010726975,-0.003664345,0.002018866,-0.001319848,-0.01082376,-0.001298507,0.010184664,0.012913166,0.006075499,-0.016257446,-0.00315395,-0.008524136,-0.002493744,-0.007898663,-0.000827561,0.00824162,0.005453172,0.004286689,-0.011948668,0.004040427,-0.021704193,-0.025114182,-0.019841047,-0.00752992,0.001348373,-0.004733172,0.006214568,0.006838483,0.011340048,0.023301255,0.016777849,0.034511805,0.012479108,0.001632793,0.012428071,-0.021112213,-0.004937684,-0.009517665,-0.001997062,-0.007947555,0.014840614,0.015670996,0.011220483,0.005632487,0.010802337,-0.002960837,0.007075583,0.008485304,0.002583282,-0.002870917,0.006263319,0.008557474,0.041799232,0.010071262
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,-0.000173399,0.000154039,3.42E-05,0.013623696,0.015865099,0.001061521,0.008489476,0.009781471,0.012374383,-0.005169747,0.003750301,0.00864216,0.004814173,-3.54E-05,0.015631288,0.019935397,0.006372222,-0.00064499,-0.002091928,-0.001842012,0.014391607,0.01399934,-0.007304962,0.001345914,-0.002062529,-0.002741275,-0.009743382,-0.001460022,7.55E-06,0.005995019,0.006161579,-0.003533999,-0.005055271,-0.000573002,0.001858401,0.010207729,0.000649225,0.022989478,0.004030681,0.029105531,0.0084561,-0.012615797,0.001066261,0.017247623,0.006223952,-0.001159783,-0.006020873,0.012801468,0.02440983,0.020853613,0.005464321,-0.00732371,0.005710635,0.010680114,0.010481062,0.002198173,0.000974464,0.000684222,0.00613679,-0.000346212,0.006021501,-0.001585499,0.006945827,0.009957075,0.000271563,-0.005568108,0.010756716,0.005051291,0.006174966,0.012114813,0.01320122,0.009091973
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,-0.000310311,0.000591371,0.000186156,0.008297746,0.012019992,0.005134611,0.013372378,0.013881568,0.012432615,0.010022667,0.006764646,0.000310467,0.007915866,0.009209299,0.010814504,-0.000823036,-0.000550188,-0.000903164,0.002913127,-0.004566887,0.01100782,0.003986727,0.018076878,0.007705913,0.013369437,0.014279651,0.003451755,0.016309772,0.006734723,0.009990509,0.001679629,-0.007526187,0.010436012,0.008999444,-0.006497776,-0.001505269,-0.028572459,-0.000885361,0.014706071,0.007553333,0.005728805,-0.006315384,0.013970511,-0.002849143,0.003893938,-0.002030164,-0.017851327,0.005026552,-0.002917451,-0.000608466,-0.010320309,-0.015638793,0.002123587,0.014436342,0.011937426,0.002183773,-0.02058275,-0.01249686,-0.022276234,-0.021857131,-0.018980214,0.013552226,0.007966932,-0.011835336,-0.005924045,0.013314705,0.003595695,0.007448418,0.00944637,0.008267336,0.021311816,0.01120192
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,-0.002811169,0.000684799,-0.000150123,-0.002765414,-0.001024195,-0.001417899,-0.003884139,-0.011472052,0.018400585,0.00774528,0.007797494,0.009666711,0.005447085,-0.004267747,-0.011224143,-0.001784216,-0.00524472,-0.001594774,0.005826517,0.00216422,-0.014461083,-0.013441565,-0.002723367,0.000716777,0.005518635,0.001314398,0.000394874,-0.004953726,-0.006170066,0.006956956,0.005537011,0.004011742,-0.013194437,0.004516712,0.006634319,7.25E-05,-0.023530873,-0.022203514,-0.023373421,-0.021505283,-0.011044277,-0.02739115,-0.003626463,0.00495642,0.002052606,-0.001623562,-0.008123005,-0.008417882,0.008414237,0.025241744,0.015201045,-0.018543733,-0.003509361,-0.018328793,-0.010128513,-0.010197516,-0.00179411,-0.00049029,0.014435341,0.008185544,0.0019006,-0.009025727,-0.001818423,-0.003024526,0.006779303,0.000950261,-0.001766636,0.000184238,0.006676727,0.002826616,-0.001371682,-0.002846206
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,-0.000116324,0.001228683,0.001289272,-0.000443105,0.002529074,0.003113937,0.00804845,0.003940422,-0.007108621,-0.0202225,0.01573246,0.006611449,0.001531585,0.000156584,0.002052416,0.001198952,0.01104072,-0.002667202,0.003422891,0.002495504,0.000367065,0.008006103,0.001592348,0.001832152,0.001905472,0.014404349,0.012530521,0.004623584,0.012645206,0.009970656,0.00334348,0.012950232,0.009163535,0.015602135,-0.000129722,0.002567079,0.001431944,0.013345367,0.002083745,-0.00442249,0.010970222,-0.011914566,0.019255992,0.020172935,0.024519091,0.01598946,0.010090709,-0.010171993,-0.004226693,-0.006383574,-0.001787168,0.005665039,0.010793604,0.020881373,0.027734354,0.008922812,0.00048109,0.002220383,-0.002982958,-0.008146933,-0.017128326,0.003378177,0.000990184,-0.000687558,-0.003566159,-0.001224136,-0.012561725,-0.013797872,-0.012424463,-0.019191425,-0.006051145,0.004306865
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,-0.002194603,-0.001482378,0.001207886,0.005271914,0.002541038,0.00234715,-0.003865575,-0.003605537,0.005320136,-0.001792956,-0.006199391,-0.00840026,-0.015572839,-0.015516215,0.000708918,-0.003508591,-0.004668375,-0.007463814,0.002657524,0.001156607,-0.015843242,0.008865483,-0.006277103,-0.007891633,-0.001805738,0.001728781,0.00030738,-0.003136263,-0.006191051,-0.007825973,0.011013203,0.030499326,0.010717352,-0.003201047,-0.002414258,-0.005525436,-0.023006767,-0.011886567,-0.009882797,0.015503055,-0.000224688,-0.005083966,-0.001067707,-0.000309116,0.007040965,0.006817259,0.024801917,0.034497593,0.035848692,0.019937051,0.003287862,0.002866471,-0.005412505,0.019617174,0.010519933,0.010911906,-0.002839408,-0.016364353,-0.01277496,-0.007138012,-0.015365643,0.022784954,6.72E-05,0.005233536,-0.004044539,-0.006521547,-0.010317113,-0.01781878,-0.01693269,-0.022067098,-0.007513263,0.01040034
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.00137659,0.002312688,0.00261786,-0.003346036,-0.002530358,-0.000216993,0.005109295,0.010491967,0.007596924,0.009518398,-0.003828481,-0.004137383,-0.00211019,0.023153756,0.008636464,0.020363428,0.012171874,0.007845782,0.001182472,-0.000457832,-0.017224718,0.006936851,0.010010172,0.017353969,-0.004586586,-0.013722557,-0.003318004,-0.002738935,0.002112758,-0.009223433,0.002745268,0.01376663,0.015595896,0.01146799,0.014000542,0.009374774,-0.002088279,0.008538534,0.0111639,0.03130456,0.020426005,0.005601948,0.011742039,0.015841171,0.020281054,0.016670674,0.001374334,0.002288106,0.01070689,0.018536406,0.012828609,0.018418865,0.010384541,0.010679975,0.017707482,0.008585961,0.003207164,0.019440847,0.019014798,0.014602602,0.030842284,-0.000507286,0.004379885,0.001915663,0.001385588,-0.020045683,0.008147195,0.010972098,0.021433797,0.020515693,0.017925974,0.015511375
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,0.000111411,-0.00219389,0.002030835,0.003823514,0.000692904,-0.000501267,0.004049747,0.003484233,-0.005998742,0.013115687,-0.010619759,-0.005707028,-0.009318653,0.004773916,-0.005063265,0.00956771,0.002463345,-0.00992851,-0.00909243,-0.006910923,0.007293964,-0.011412064,0.002376315,-0.003295232,0.007424457,-0.003695338,-0.006101811,0.001158024,-0.004993436,-0.000775707,-0.000631593,-0.002424717,0.011218422,-0.004790592,0.006569345,-0.005400096,0.01144485,0.000868632,-0.007711255,-0.002623047,-0.000108,0.008600771,0.007530072,0.005260397,-0.000771245,0.019016325,0.001670032,0.003396858,0.020461299,0.015657451,0.019282814,0.008230442,0.018486017,0.011478139,0.012848303,0.016642341,0.001070053,0.005307469,0.008736106,0.002137988,0.005131958,-0.013508624,0.012166973,0.005217322,0.005844326,-0.006057805,0.022257011,0.001525092,0.004490227,0.013996489,0.02398735,0.008732893
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,-0.006784785,0.00085109,-0.002689521,0.001792112,0.003256904,0.002060257,-0.002240091,0.012002891,-0.007397641,-0.016160369,-0.004273014,0.005203487,-0.001483475,-0.011525242,0.006335795,-0.011344334,0.009381739,-0.000873532,-0.001597464,0.007240149,0.020089716,0.006700334,-0.003663523,-0.002273359,-0.003207073,0.000822026,0.004477832,0.01703541,0.00625529,0.00136224,-0.00525445,-0.002013385,0.02093024,0.013107336,0.014488714,0.018706834,0.014982278,0.015426775,-0.010773471,0.004199644,0.017535387,0.006234727,0.029585939,0.004332887,0.006318261,0.007973522,-0.012130751,-0.008495418,-7.83E-05,0.004793429,0.010315049,0.012395984,0.002347417,0.028319366,0.01564449,0.023474015,0.005711732,0.016386926,-0.01663769,-0.003780494,-0.008494189,0.017138708,0.001470966,-0.010576509,-0.01837119,-0.004766239,0.01436927,0.008142494,0.015542278,0.003027764,-0.00061673,0.02529483
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,0.00041704,0.000556325,5.13E-06,0.001133055,-0.006713192,0.000295397,-0.01202892,-0.012522618,0.001695404,0.008916441,0.004088518,-0.003247378,-0.008141127,-0.015578872,-0.018304888,-0.017189926,-0.007028441,0.003314774,0.005520086,-0.000645393,-0.022348952,-0.013775202,0.006178278,-0.001340031,0.000538246,0.000872608,0.012709504,-0.019264823,0.008169208,-0.003838609,-0.002857462,0.004233172,-0.003767192,0.005989996,0.009610523,1.53E-06,-0.03881722,-0.019686842,-0.008852733,-0.007110448,-0.005346548,0.008893309,0.03231446,0.01415736,0.012189036,0.010022767,-0.00307996,0.012205909,0.00410177,0.009117075,0.00584345,-0.021346614,0.000823237,0.0318176,0.017763933,0.012492266,-0.005357892,0.006488152,-0.007021255,-0.004230344,0.002704732,0.026516216,0.010860713,0.006450384,0.000537154,0.002316333,-0.006606146,-0.003981125,-0.010462051,-0.015512041,-0.0011835,0.024729598
/mnt/sdd/caltech_training_multiclass/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,0.002185141,0.002808451,-0.001201505,-0.010928586,-0.008616403,-0.006690905,-0.011979936,-0.021518076,0.005589147,0.014555767,-0.009192281,-0.009665743,-0.009065194,-0.014968591,-0.011944054,-0.014134539,0.000880482,-0.015687414,-0.000927714,-0.010992579,-0.020020038,-0.00369399,-0.001885114,0.000984555,0.007806719,0.002454864,0.004586809,-0.01813085,-5.17E-05,0.002401953,0.00514679,-0.004191683,-0.003278564,-0.002807051,-0.005434891,0.000827396,-0.022383349,-0.008360855,-0.013280539,-0.010051574,-0.000150033,-0.009431304,0.007456514,0.008151384,0.004037878,-0.000919441,-0.006988802,-0.005151704,0.005735803,0.011001322,0.003228278,0.005798059,0.01327807,0.005770846,0.018697795,0.011422999,-0.013798845,-0.010961431,6.97E-05,-0.003678461,0.003670622,0.020951103,0.005234066,-0.000508434,-0.012317677,-0.014135886,-0.019689122,-0.007947359,-0.029736128,-0.035161145,-0.036036193,0.00607627
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,-0.004735875,-0.001811593,0.002430903,0.011914501,0.012134333,0.003549373,0.007739184,0.013765764,0.00498221,0.00331089,-0.003033315,-0.006700919,-0.002886763,0.008278748,0.011343906,-0.010422564,0.001990842,-0.012631431,-0.010764692,-0.011985252,0.01057928,-0.003677608,-0.00567624,-0.000998737,0.002896171,-0.001426802,0.007737183,0.011607773,0.005218852,0.008350391,-0.000182494,0.002420659,-0.007122073,-0.010360694,-0.022019297,-0.012988479,0.018014526,0.02880607,0.010127181,0.003521958,0.011237843,0.002151865,-0.001769139,-0.011495238,-0.014042864,-0.013326798,0.008398851,-0.007499926,-0.0062693,0.013522226,0.008425955,-0.001322708,0.001245909,-0.008276467,-0.000650513,0.003973217,0.00206533,-0.003915982,0.01114478,-0.007626303,-0.009809159,-0.000591832,0.019901238,-0.002429205,-0.012813018,-0.01786199,-0.018779704,-0.003616703,-0.008267361,-0.017420689,-0.02630768,0.010391085
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,0.00422109,-0.001292008,0.000354532,-0.004517568,-0.000728459,-0.000383032,-0.003270093,-0.002987614,0.005117869,-0.001048883,-0.001238313,4.48E-05,-0.001289855,-0.007132174,-0.011588008,0.005110167,-0.00261541,-0.012339423,-0.014242433,-0.008992553,0.001542091,-0.003913569,-0.00374282,-0.010228818,-0.009609765,-0.005327473,-0.001051542,-0.002750135,0.006843211,0.002789981,-0.008250457,0.004109808,-0.00963271,-0.021716578,-0.007516376,-0.010428236,-0.003308515,0.011631824,-0.00686405,0.010406542,0.002308769,0.01068606,0.001714514,0.007801488,-0.007499967,0.000994704,0.005934985,0.021544822,0.022300698,0.003345487,0.003158096,-0.012639053,-0.00569599,0.008717507,0.004384372,0.001225496,8.37E-05,-0.009189976,-0.012505605,-0.006559306,-0.003953159,0.001625339,0.002557497,-0.004294369,0.00297265,0.004159103,-0.010054555,-0.006778359,0.019370021,0.005431187,0.013140839,0.005744889
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,0.004437394,0.000306253,-0.000986144,6.68E-07,0.005082959,0.000744747,0.001175483,-0.003438857,0.000371368,0.001007819,-0.012194766,0.004144226,-0.00667989,0.001894894,-0.006238891,-0.007112294,-0.006428869,0.010965049,0.001586133,-0.000406761,-0.017567653,0.005981533,-0.007103876,-0.006377412,-0.000305002,0.004495337,-0.006702602,-0.000153416,0.000563122,-0.004247814,-0.009076912,-0.008945238,0.012080039,0.001741193,-0.01472657,-0.011046051,-0.01586455,-0.005082815,-0.006065317,0.00519574,0.002735752,0.003886452,0.006798483,0.016936664,0.003048755,0.002111012,0.025899917,0.010101025,0.014192081,0.020108402,0.007801228,-0.002974805,-0.00031482,0.025483087,0.020806894,0.019970223,0.00311593,0.017348628,0.03288637,0.016334567,0.017762965,0.005710787,-0.000255833,0.011739226,0.008676741,0.000640602,-0.003918541,-0.011275197,-0.01706644,0.001714744,-0.003303733,-0.002126441
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,0.000574878,-0.001212681,0.00159038,-0.00368619,-0.007172152,-0.000623001,0.013131119,0.02284037,0.008185858,0.013067613,0.00432542,0.004746347,0.002640327,0.009052075,0.043073867,0.007969172,0.003117572,-0.007119818,-0.001098725,-0.000460422,0.031631015,0.011243096,0.009749355,0.006689183,0.002491124,-0.010454362,-0.006564773,0.019188331,0.003550047,-0.002436962,-0.004347272,-0.013283846,0.009977089,0.011417914,0.003422156,0.005921068,0.030152103,0.030108022,0.032260884,0.041285492,0.033168577,0.028286416,0.009174269,0.003658098,0.008988943,0.000536867,0.013562446,-0.006023177,0.006829443,-0.012565162,0.004045237,0.04164192,-0.007682892,-0.002408253,0.010479335,-0.001045141,-0.003873626,0.017401854,0.022467934,0.017070813,0.011171793,0.011290741,4.62E-05,0.023884881,0.005304229,0.014581153,-0.008945935,0.006349434,0.003281753,-0.004163094,-0.006953998,-0.004655525
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.001580188,-0.000497393,-0.000400242,-0.003641181,0.000304051,-0.001279136,0.00711199,0.025897756,-0.013615917,-0.003546289,0.005608697,0.003523852,-0.000775751,0.01033289,0.018552206,-0.006746126,-0.000944521,-0.004759856,-0.004486734,0.004353387,0.030211758,0.013801767,0.006738158,0.005492337,-0.005678687,0.002665356,0.003663798,0.009148115,0.009541335,0.004795159,0.007896075,0.00385361,0.017009795,0.012844072,0.017824037,0.003303875,0.002573069,0.009934925,0.007028774,0.005359757,0.007192317,0.004952421,0.000406418,0.010247937,0.014570095,0.001934063,-0.000641548,-0.007610739,-0.003650481,-0.016999282,-0.010379047,0.028655056,0.006106947,0.001639411,0.013381128,-0.000242847,0.014044947,0.008977125,-0.004787602,-0.00540522,-0.007499258,0.012570999,0.002398496,0.004784664,-0.007786896,-0.005380671,0.006127385,0.002730786,0.00411716,0.014814531,0.001716493,0.004954246
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,-0.002294008,0.008273544,0.000143319,-0.000924685,-0.006791932,0.00241853,-0.005788368,-0.019040829,0.008247151,0.011785384,-0.004162879,-0.001408591,-0.011909734,0.03025006,-0.011997516,0.002624709,-0.000495634,-0.01251648,-0.016701076,-0.004840487,-0.001341365,-0.005020734,-0.0185295,-0.00821262,-0.006974431,-0.014359435,-0.011594774,-0.013992803,-0.003131053,0.007012478,-0.004202189,-0.015043775,-0.000501634,-0.024230205,0.00929711,-0.004218234,-0.00317138,-0.005934383,0.011334186,0.01554872,-0.020163639,-0.02343664,-0.015919637,-0.007671245,-0.006987044,-0.011401949,0.008458525,-0.02529449,-0.007527729,-0.019428175,-0.018936014,0.012948287,0.001994013,-0.035012666,-0.011362665,3.48E-05,-0.016694348,-0.023419349,-0.009403851,0.002668601,0.009373952,0.007218084,0.004249135,0.008784981,0.007078648,0.000165874,0.014541406,0.010119926,0.01620404,0.0202446,0.008937506,-0.002488606
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,2,-0.000197834,0.00175148,0.002013707,0.006053799,0.011420573,0.000902786,0.017145116,0.03502045,-0.024949616,-0.009793221,-0.008132014,0.008063296,-0.003328722,0.011774462,0.015440277,-0.006392366,-0.001817662,0.009773892,5.80E-05,-0.006982612,0.023932239,-0.008768108,0.002641681,-0.005813484,-0.000514475,-0.011173206,-0.004692079,0.024086881,-0.0006298,0.004057207,0.004901881,-0.004982025,0.007313173,0.014388535,0.012663713,0.00824648,0.01864554,-0.000541641,-0.003340749,-0.016323986,0.002745932,0.007767822,0.008470299,0.002783394,-0.00253092,-0.002386674,-0.004687845,-0.021133604,-0.030899046,-0.02689566,-0.006628972,0.013398146,0.006755439,-0.012773355,-0.005758996,0.001404281,0.012483509,0.001057573,-9.96E-05,0.006902776,0.02144342,0.00395349,-0.004937653,0.004441011,-0.015216086,-0.001705951,0.02243196,0.026221829,0.01723425,0.016018035,0.015545577,0.003592899
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,0.000248599,0.000333004,-0.000981947,0.004638983,0.002153312,0.000972206,0.000277351,0.01134475,-0.008448415,-0.005614739,-0.002425051,-0.000199787,-0.005956393,0.006559506,0.009785773,0.007684895,0.00306339,-0.010360478,-0.001964513,-0.006961046,0.003386149,0.004494189,0.002061222,0.003389848,-0.001865267,0.001987295,-0.004219217,0.005044323,0.007568086,-0.005722974,-0.013906652,0.002525671,0.003888022,0.019481357,0.010110636,0.011796741,-0.002949023,-0.020749362,0.010803469,0.006833448,0.002132853,0.021284577,0.000147522,-0.005411931,-0.007258036,-0.014971454,0.013597002,0.00533563,-0.006219362,-0.013172822,-0.007023071,0.020954503,0.004878894,-0.010410076,-0.007212351,-0.005967703,0.002996027,-0.005827639,0.003068543,0.012835994,0.0080298,-0.00783585,0.00987178,0.004348416,-0.007903473,0.008053184,0.00672906,0.001277547,0.000442522,-0.000563165,0.00065,0.000666958
/mnt/sdd/caltech_training_multiclass/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,-0.002483126,-0.001571285,0.001681794,-0.00369449,-0.002897504,-5.36E-05,-0.002134056,-0.008533269,0.00628807,-0.003063778,-0.008372837,-0.008073567,-0.01013004,-0.001906693,-0.016608583,-0.012160225,-0.012075766,-0.005447391,0.005014269,0.002865053,-0.013099713,-0.005345658,0.000316615,-0.002200279,-0.002760608,0.001593669,-0.005688254,-0.001127153,0.011560204,0.000426877,-0.005190414,-0.004759207,-0.00477879,0.009542391,0.009595211,-0.003144883,-0.002827771,0.00278452,0.002955813,0.005728376,-0.000100769,-0.00327017,-0.001766481,0.002931413,-0.019553725,-0.006046942,-0.011114987,0.007462766,0.004556448,0.006787384,0.011091148,0.007875634,-0.018686645,0.026025807,0.010099868,-0.003066595,0.015209978,0.011910056,0.021834455,0.028288785,0.020533301,-0.000503361,-0.001877413,0.010987807,0.002728627,0.001388865,0.019002333,0.012481519,0.024179844,0.022500351,0.007674018,0.012024702
