Full filepath,Full Class Index,sensitivityscore_before_layer1.0.conv1,sensitivityscore_After_layer1.0.conv1_0.5,sensitivityscore_After_layer1.0.conv1_0.6,sensitivityscore_After_layer1.0.conv1_0.7,sensitivityscore_before_layer1.0.conv2,sensitivityscore_After_layer1.0.conv2_0.5,sensitivityscore_After_layer1.0.conv2_0.6,sensitivityscore_After_layer1.0.conv2_0.7,sensitivityscore_before_layer1.0.conv3,sensitivityscore_After_layer1.0.conv3_0.5,sensitivityscore_After_layer1.0.conv3_0.6,sensitivityscore_After_layer1.0.conv3_0.7,sensitivityscore_before_layer4.0.conv1,sensitivityscore_After_layer4.0.conv1_0.5,sensitivityscore_After_layer4.0.conv1_0.6,sensitivityscore_After_layer4.0.conv1_0.7,sensitivityscore_before_layer4.0.conv2,sensitivityscore_After_layer4.0.conv2_0.5,sensitivityscore_After_layer4.0.conv2_0.6,sensitivityscore_After_layer4.0.conv2_0.7,sensitivityscore_before_layer4.0.conv3,sensitivityscore_After_layer4.0.conv3_0.5,sensitivityscore_After_layer4.0.conv3_0.6,sensitivityscore_After_layer4.0.conv3_0.7,sensitivityscore_before_layer4.1.conv1,sensitivityscore_After_layer4.1.conv1_0.5,sensitivityscore_After_layer4.1.conv1_0.6,sensitivityscore_After_layer4.1.conv1_0.7,sensitivityscore_before_layer4.1.conv2,sensitivityscore_After_layer4.1.conv2_0.5,sensitivityscore_After_layer4.1.conv2_0.6,sensitivityscore_After_layer4.1.conv2_0.7,sensitivityscore_before_layer4.1.conv3,sensitivityscore_After_layer4.1.conv3_0.5,sensitivityscore_After_layer4.1.conv3_0.6,sensitivityscore_After_layer4.1.conv3_0.7,sensitivityscore_before_layer4.2.conv1,sensitivityscore_After_layer4.2.conv1_0.5,sensitivityscore_After_layer4.2.conv1_0.6,sensitivityscore_After_layer4.2.conv1_0.7,sensitivityscore_before_layer4.2.conv2,sensitivityscore_After_layer4.2.conv2_0.5,sensitivityscore_After_layer4.2.conv2_0.6,sensitivityscore_After_layer4.2.conv2_0.7,sensitivityscore_before_layer4.2.conv3,sensitivityscore_After_layer4.2.conv3_0.5,sensitivityscore_After_layer4.2.conv3_0.6,sensitivityscore_After_layer4.2.conv3_0.7
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,0,0.002085622,-0.007130568,-0.0034870678,-0.00036365679,0.002359201,-0.0091929585,-0.018580195,-0.013884065,0.0029353802,0.0019533425,0.002663822,-0.004177846,0.007752075,0.009173326,0.0040840283,0.013981718,0.0063083917,-0.00465273,0.007548569,-0.0013937987,0.008839482,0.0077745505,0.010230695,0.012911182,-0.01012985,-0.024202503,-0.025500132,-0.023087466,-0.04205415,0.016014278,0.012464682,0.04772877,0.019107714,0.0028915745,0.0073495917,-0.0045372653,0.0010695299,-0.028959747,-0.025721919,-0.007167655,0.032071747,0.040376853,0.023049356,0.025308082,0.020098135,0.10705665,0.055345513,0.06914088
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,0.011650342,0.0018050541,0.008065534,0.005489991,0.009950966,-0.0054853614,-0.0032986845,-0.004001634,0.0038917714,-0.012299758,-0.008350405,-0.008672685,0.00998009,0.0087551065,0.004692464,-0.010160841,-7.515587e-05,0.0020564944,0.00031435862,0.005028413,0.0056359055,0.010905687,0.014998501,0.014764704,-0.016180295,-0.03720336,-0.033361778,-0.045368336,-0.005511985,0.008305322,0.0072985785,0.022964438,0.026766434,-0.00738342,-0.0023576948,-0.0080695385,0.0031238878,-0.038036298,-0.04314604,-0.022511676,-0.015618956,0.027317066,0.008784015,0.010361831,0.028899092,0.10965288,0.054879718,0.07156417
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,0,0.0012816978,-0.0023500363,-0.0031734402,0.0057210834,-0.0057140165,-0.0010972372,0.0013539414,0.00076520676,-0.0034533767,-0.0029808427,-0.0043892204,-0.0012102629,0.007831588,0.0068672886,0.0022747326,0.00038966443,0.019175949,0.009400303,-0.00069049746,0.0023759773,0.004541409,0.008065161,0.008907705,0.008215858,0.0022687893,-0.02183849,-0.01636289,-0.017358392,-0.011963481,0.015882006,0.02417117,0.04785595,0.02846333,0.0024464973,0.015847461,0.006055073,0.01679036,-0.029628921,-0.023834977,-0.015514892,0.02673725,0.036304418,0.016316812,0.009786803,0.026766539,0.11421217,0.059406936,0.06993886
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,0,0.0012815542,0.0019587327,0.00536166,0.0054426496,-0.0051309224,-0.0011272113,-0.0031840182,-0.0068792,0.00045044508,-0.003587857,-0.0042343275,-0.0029144685,0.01652608,-0.003948018,-0.011850992,0.009437464,-0.003699936,0.003188639,-0.0074569993,0.013393468,0.0046399347,0.011233777,0.016525943,0.014057582,-0.0009779679,-0.018756041,-0.012627544,-0.022096954,-0.0039787274,0.009365255,0.0016909242,0.02907727,0.02467123,0.014412776,0.011330012,0.0017815011,-0.026215965,-0.029298402,-0.033965454,-0.019582348,0.0013597999,0.04227289,0.010526571,0.014079405,0.02245927,0.107595906,0.055586867,0.06999857
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,0,-0.0033990275,0.003645722,0.009860512,0.0051484737,0.0011028859,-0.0037275958,-0.002313132,0.0076237796,0.0018499726,0.004233781,0.0025545282,0.006345275,0.0067430325,0.01430127,0.0046335934,-0.00367815,0.015139904,-0.011288944,-0.02271118,-0.010364397,0.009917247,0.0023616536,0.00031682418,0.008551046,0.0008804612,-0.022275502,-0.03171034,-0.0362302,-0.024326196,0.0113236755,0.011489949,0.037662674,0.02522263,-0.005274338,0.0006239786,-0.012582346,-0.0016712919,-0.023949405,-0.029885583,-0.01442885,-0.007669653,0.041026667,0.016914759,0.0150139555,0.024605878,0.11196926,0.054522403,0.06949994
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,0,0.01108931,0.006060565,0.0028841936,0.002294322,-0.001459867,0.0039465027,-0.006498426,-0.0028001438,0.00052609056,-0.0042346497,-0.003623564,-0.0035751595,0.00074453035,0.0036110356,0.0032368226,0.0015079563,0.018569235,-0.01855864,-0.024492817,0.007523133,0.012281914,0.008976159,0.019564759,0.016033156,0.006221432,-0.020271031,-0.021114271,-0.01945357,-0.007905898,0.020169254,0.015124016,0.027852785,0.017151007,-0.00093397766,0.011239672,-0.0010707905,-0.004475631,-0.022778595,-0.029645884,-0.018642565,0.01027806,0.03117298,0.010370269,0.013114339,0.0261387,0.11102232,0.056623414,0.067541376
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,0,-0.003911112,-0.0056742434,-0.001837061,0.0023238896,-0.004289508,-0.0073501505,-0.007327646,-0.009110397,-0.00409998,-0.0063565387,-0.005700645,-0.0021269142,0.014430847,0.0053875344,0.006027988,0.00646068,-0.004586118,0.004368561,-0.0035528666,-0.00071914773,0.004766019,0.02257879,0.022507798,0.015272821,0.0061970996,-0.022051984,-0.027276326,-0.027679536,0.023011204,0.018610684,0.023072813,0.03976146,0.024854317,0.007316233,0.016955445,0.010142382,-0.0012773536,-0.020865923,-0.024932822,-0.0072954847,0.00054107513,0.028118502,0.012668864,0.013435445,0.01914623,0.109769605,0.05481448,0.06805683
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,0,-0.0045196735,0.0023225602,6.251712e-05,-0.0011437476,-0.006482856,-0.0082745375,0.0010843942,-0.0038900725,-0.0021421053,-0.0013718018,-0.0027736458,0.00051645865,0.0017825414,0.010327421,0.010328123,0.0029719886,0.01557307,-0.029356949,-0.026868168,-0.019691348,0.009851716,0.012890846,0.011837462,0.008441869,0.011604312,-0.018180273,-0.030279294,-0.033586558,0.002507417,0.017131677,0.022569668,0.03930475,0.0238185,0.004125515,0.015013634,0.0011972488,-0.0143270865,-0.029997177,-0.030180663,-0.015853742,-0.017350959,0.03721578,0.0069312085,0.013641123,0.02697466,0.1139715,0.057037383,0.07263845
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,0,0.007405544,-0.005021672,-0.0017047087,0.014249157,-0.00073279516,0.004795208,0.006899881,0.003190136,-0.0023194416,0.00811072,0.008186684,0.0057121823,-0.0036942554,0.0014821198,-0.0041441284,-0.0009825362,0.0039597475,-0.016508143,-0.00790745,-0.008775322,0.002840864,0.014540429,0.011187598,0.019781675,0.0077020843,-0.0066836965,-0.006412705,-0.009851113,-0.0067916396,-0.0031506335,0.013537491,0.01659699,0.01900865,-0.021754786,0.00047911284,-0.012930509,-0.02731064,-0.029433813,-0.031374764,-0.022427898,0.008333733,0.04202228,0.018517226,0.009689995,0.02088039,0.10979585,0.05306223,0.07043341
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.jpg,0,0.010761125,-0.0028863715,-0.0056431848,-0.0071937377,-0.0017590076,0.01482894,0.01626047,0.0169116,-0.00040916484,0.0013105131,-0.0012475483,-0.0025012216,-0.0053616716,0.010351307,0.015102917,-0.0005283811,-0.006634351,-0.00484401,-0.01164283,-0.0058379513,0.007710119,0.010388695,0.010164961,0.012153181,-0.010168629,-0.017412266,-0.028007694,-0.022049641,-0.01951228,0.003112018,0.020544417,0.029431842,0.029849723,0.01552512,0.00777373,0.0043536113,-0.008938175,-0.03476271,-0.034756072,-0.025213337,0.034232784,0.04726267,0.024758898,0.02181697,0.01981341,0.10891179,0.060211282,0.06535052
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,0,0.0069091776,0.002063378,0.0065260637,0.005773544,-0.0006217851,0.0051252637,0.00022167154,-0.003641956,0.003075462,-0.010152768,-0.0012318955,0.006070919,0.0015194183,-6.706314e-05,-0.0016529597,-0.011998199,-0.019619878,-0.0015593981,-0.00875647,-0.0020447094,0.006457313,-0.0012938459,0.00057760905,-0.0020025999,0.0047734543,-0.020439086,-0.027620316,-0.030513741,-0.008923503,0.015449175,0.014214087,0.021486891,0.019118782,0.0012026799,0.0035156845,-0.004675133,-0.0068123983,-0.0327403,-0.031164262,-0.020812007,0.0071908208,0.031552766,0.009569,0.017180258,0.02802775,0.100068904,0.05203764,0.0672687
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,0.0019407386,-0.003864163,0.0020699461,0.0024993848,0.0024681534,0.0042617074,-0.00026831124,0.005852998,0.0005951978,-0.015709981,-0.01225019,-0.011235378,-0.00014891173,0.006979218,0.001559611,0.010125206,0.005614756,-0.0013674377,0.0114919245,0.0012529576,0.018646691,0.012021345,0.0050636106,0.004102684,0.030549705,0.0076005626,0.0029148823,-4.208577e-05,0.008172267,0.024328357,0.010986175,0.03037126,0.023736255,0.009690756,0.024592753,0.012782661,-0.026070323,-0.03281753,-0.030640762,-0.029420372,0.002826789,0.045851976,0.02233114,0.025322031,0.022243945,0.10767512,0.0547575,0.06516647
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,0,0.004783264,0.006970438,-0.00029702391,-0.006812067,0.0047185505,-0.009508963,-0.005091017,-0.012414515,0.005989788,0.0057886625,0.0020193944,0.0012615367,0.007135327,0.017664593,0.012561498,-0.005609378,0.010221201,-0.0036601424,-0.018760303,-0.011408097,0.0075137294,0.0038026327,-0.0059523582,-0.0041764616,0.0039388645,-0.021975262,-0.04305804,-0.04428877,0.005989331,0.024823941,0.025308473,0.04939933,0.02337087,0.017561022,0.020123962,0.020374175,0.0040098494,-0.031544205,-0.029084975,-0.012848377,0.013851706,0.03820067,0.0179101,0.017301738,0.027091913,0.11710471,0.05954995,0.06954198
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,0,-0.0055985292,0.0003660397,0.0062033106,0.007684722,-0.006881612,-0.007741654,-0.0071267346,-0.0072703096,0.00014429615,0.005585738,0.007373451,0.006273577,0.011792235,0.011976502,0.0014685858,0.0036837081,0.013324115,0.00018032081,-0.0072059687,-0.023591056,0.01220751,0.01154807,0.007040914,0.012914071,0.009305667,-0.01046595,-0.038663696,-0.034751743,0.00041560782,0.020573314,0.02003465,0.028025307,0.028129522,0.017504022,0.016940955,0.012803344,-0.024440322,-0.032652356,-0.029110301,-0.025884189,-0.021876208,0.0356064,0.0076977657,0.008787857,0.02551303,0.110334694,0.057624493,0.06930886
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,0,-0.0037107137,0.004564044,0.0029766103,-0.0019579611,-0.0017723774,0.009692626,-0.0030890217,-0.0098710805,-0.0002538336,-0.0020182915,-0.0052248957,-0.0036949185,0.00863466,0.016076475,0.0098967785,0.0091202725,0.023432981,-0.008143274,-0.0120714735,-0.017339518,0.026999172,0.016078332,0.0119773885,0.0066246325,0.042630572,-0.017586716,-0.018369388,-0.0233777,0.03192675,0.024452632,0.017763719,0.035885498,0.024811849,0.0008955528,0.00777034,-0.00232309,0.0047309613,-0.03049793,-0.028008677,-0.027639095,0.009779343,0.035565488,0.014577003,0.014707655,0.020033054,0.11109032,0.056988075,0.06961374
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,0,0.0033342585,0.0019594552,0.0020597042,-0.0011625307,0.0027106088,0.008503259,0.007322872,0.0011578591,0.0052245143,-0.00071810314,0.0036018183,0.005211451,0.0045007598,0.013088439,0.00593074,-0.00048812875,0.023266207,-0.00830417,-0.008323379,-0.0066646277,0.012587734,0.012977199,0.013838199,0.0075826645,0.0071894317,-0.020932168,-0.017409855,-0.019708354,0.00010479521,0.02213248,0.019967344,0.025496267,0.020535028,-0.0042110784,0.004311189,-0.002240886,0.0066402536,-0.034741618,-0.033165954,-0.029504685,0.006635454,0.045799866,0.026520774,0.02717722,0.027084516,0.10260235,0.054563813,0.0614879
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,0,0.0033467445,0.0048413537,0.0059179226,0.0015633196,0.0020567675,-0.011262149,-0.013116264,-0.014448844,0.00037348992,-0.004906323,0.002901046,0.0005430757,0.016656043,0.01783586,0.01972981,0.013212526,0.023976691,-0.004824511,-0.013285389,-0.013330677,0.022436434,0.018259637,0.008929881,0.0094913,0.009660974,-0.013304363,-0.03160305,-0.027730286,-0.01685378,0.0006756317,0.013647197,0.04224758,0.023066353,0.0053046104,0.010018274,0.0038021817,0.0075107124,-0.026672136,-0.024658965,-0.014726774,0.021576513,0.041339263,0.02181957,0.018302463,0.02337231,0.11051503,0.05227451,0.065401
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,-0.010598992,-0.0011038133,-0.0056883935,-0.0076271743,-0.0062362608,-0.006850396,-0.007788771,-0.00466711,-0.0026121812,-0.018579576,-0.011493711,-0.006312241,0.0033496222,0.011758224,0.0019306568,-0.003442186,0.006525131,-0.009966708,-0.008129732,-0.008923759,0.003588898,0.008062245,0.009816064,0.013993745,-0.003975468,-0.032596968,-0.02179751,-0.023293503,-0.010957364,0.011827791,0.00424836,0.026037632,0.0191627,-0.0067492495,0.0029448927,-0.0058155395,-0.0084134815,-0.032168806,-0.03624483,-0.03338726,0.011058169,0.042015076,0.018456783,0.021931544,0.017875262,0.10930184,0.058697212,0.07341198
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,0,0.0083629275,0.0027502878,0.005803376,0.0013873992,0.00545687,-0.008169473,-0.010654727,-0.009787374,0.00049184554,-0.002150748,-0.0024376176,0.0022731645,0.019948479,0.009679621,0.0068379473,-0.004493375,0.016115464,0.00032623857,-0.0067417966,-0.0045820624,0.015155589,0.004978017,0.0051111183,0.016153015,0.0044726934,-0.02853718,-0.031631675,-0.033635087,0.009884318,0.023232302,0.019494575,0.050139613,0.027733626,0.0027815648,-0.0008466253,-0.011335742,0.007321289,-0.037850976,-0.037989162,-0.022481443,0.021625664,0.055789765,0.025777634,0.024300445,0.025087215,0.11058849,0.05555135,0.06576416
/mnt/sdd/caltech_training/multiclass/train/001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.jpg,0,-0.000653707,-0.010859704,-0.010274986,-0.0060797487,-0.0038524927,-0.008083261,-0.002435972,-0.013004318,-0.0031259693,-0.017600372,-0.012791216,-0.01844121,0.009163259,0.015292776,0.008245422,0.0006101264,0.004244092,0.008713839,-0.0024407757,0.0057122763,0.004053385,0.010218481,0.0061779376,0.007831724,0.00916721,-0.015410317,-0.024576727,-0.03334661,-0.0032797349,0.021968879,0.018148087,0.036143947,0.012832441,0.009850096,0.014832968,0.00852301,-0.009646388,-0.035259627,-0.03227791,-0.029318543,0.012278659,0.045176987,0.025691679,0.025470551,0.025319956,0.10824767,0.05402711,0.06696758
