Full filepath,Full Class Index,sensitivityscore_before_features.5.block.0.0,sensitivityscore_before_features.5.block.1.0,sensitivityscore_before_features.5.block.2.fc2,sensitivityscore_before_features.5.block.3.0,sensitivityscore_before_features.6.block.0.0,sensitivityscore_before_features.6.block.1.0,sensitivityscore_before_features.6.block.2.fc2,sensitivityscore_before_features.6.block.3.0,sensitivityscore_before_features.7.block.0.0,sensitivityscore_before_features.7.block.1.0,sensitivityscore_before_features.7.block.2.fc2,sensitivityscore_before_features.7.block.3.0,sensitivityscore_After_features.7.block.3.0_0.5,sensitivityscore_After_features.7.block.3.0_0.6,sensitivityscore_After_features.7.block.3.0_0.7,sensitivityscore_After_features.7.block.3.0_0.8
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,0,-0.009678826,-0.004053732,-4.1699037e-05,0.002529522,-0.0060432204,-0.00026599178,-0.061170578,0.036050387,0.02843209,0.010764941,-7.5194985e-05,0.05444034,0.05547981,0.03643453,0.008168395,0.019918751
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,0,0.011835404,0.0063706925,-0.106518045,0.030235263,-0.010402162,-0.0010017402,-0.015649244,0.019091655,0.02150888,0.004983766,-0.030465286,0.030370653,0.052435823,0.029440932,0.07574092,0.0007210579
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,0,-0.002208613,-0.0112968795,0.049530108,-0.018316736,-0.002194507,-0.00446432,-0.022522993,-0.010147132,-0.009864909,-0.0010100345,0.046412937,-0.010472614,0.05178753,0.06723265,-0.07961039,0.065592185
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,0,0.0072209663,0.012553397,0.057207875,0.013315627,-0.01565291,-0.0012669496,-0.05148971,-0.011590282,0.0059039015,0.00580323,0.030402847,0.008750631,0.026971415,-0.057175994,0.00984328,-0.011268009
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,0,0.0041954177,-0.0043879133,-0.057523858,-0.0215041,-0.0019645486,-0.0046942136,-0.08023058,0.023789305,0.016311696,-0.0013859363,-0.06781218,0.034589294,0.031226408,0.003961859,-0.03315428,0.09879696
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,0,0.00024627688,-0.0023392923,-0.093339585,0.02928027,0.0027458875,0.008689735,0.13459563,0.0030772304,0.015666474,0.0050741406,-0.081997745,0.038391702,0.009965064,-0.0026368136,0.12119618,0.087881766
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,0,0.010899423,0.0015540305,0.047190264,0.00030713738,0.0105941165,-0.0011321688,-0.036118988,-0.0003606649,-0.008947907,-0.0038999706,-0.006180525,-0.021357015,0.005985789,0.0055212677,0.052034445,-0.046706915
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,0,0.02263403,0.006141775,-0.039979268,-0.002695675,-0.0029653215,-0.010854242,-0.09037348,0.0012315349,0.030716829,0.004002,0.11771405,0.029828016,0.015126265,0.0041706394,0.053497363,0.010184236
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,0,0.010225352,0.0022450692,0.06835188,0.0042218775,-0.0058751483,-0.002740304,-0.034593992,-0.04436112,0.00036187237,-0.0029307827,-0.16260481,-0.0068012467,0.012270257,-0.011522386,0.05176156,0.035561103
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,0,0.019642893,0.005504937,0.027638486,-0.00018559955,-0.006318598,-0.0068603186,-0.15388998,-0.052785847,0.0047327713,-0.0031010476,-0.057636417,-0.03456913,0.055088423,0.021841541,0.08002071,0.053141654
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,0,0.012480543,0.005785692,0.071013585,-0.0030988604,-0.0146495495,-0.008885974,-0.05158371,-0.00864521,0.013470599,-0.0030532135,-0.16797355,-0.0037032785,-0.012608597,0.0049375226,-0.03167094,0.0010874178
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,0,0.018059168,0.002947079,0.06146034,-0.006874984,-0.016054275,-0.011406854,-0.038910545,-0.060381677,0.001966816,-0.0007580593,-0.03497508,0.0154437935,0.039672296,0.0052589513,0.0416325,-0.002251083
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,0,0.015905328,-0.0020956993,0.020641042,-0.008474381,-0.0050092507,-0.0067502125,-0.10342492,-0.023344789,0.0071739545,-2.4687673e-05,-0.026512738,0.012493281,0.058857717,0.016820433,0.055979557,0.064321734
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,0,0.0077993674,0.0015107477,0.064831525,0.032017253,0.0021257536,-0.0030898955,0.08187287,0.029742545,0.02963275,0.0016620411,0.018465165,0.0005304804,0.05599446,0.059373073,0.09962544,0.034087047
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,0,0.021000147,-0.0030041698,-0.006280862,0.010453162,-0.0076430407,-0.0007130209,-0.05394684,-0.016025903,-0.013181816,-0.0084433295,-0.13511226,-0.014895683,0.04749285,0.0029032547,-0.032906722,-0.0358282
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,0,-0.009807114,-0.010047976,-0.17155138,0.005685999,-0.00036148867,-0.0012609302,0.07108752,-0.0255782,0.015588034,0.0017845384,-0.14634985,0.03669765,-0.00879813,0.01848892,0.022112586,0.088381335
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,0,0.0021846367,-0.0034166202,-0.08375549,-0.01087738,-0.004014965,-0.010906976,-0.02425555,0.009594628,-0.009710376,-0.0054794187,-0.042411562,0.010927789,0.029231688,0.062406957,0.09868395,-0.0141037395
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,0,0.01046203,0.0036792476,-0.008896838,0.0065917065,0.00048239436,-0.0030279106,-0.054628618,0.03273543,0.028711472,0.0053629205,0.056424282,0.014952868,0.026699815,0.0100899115,0.039755583,-0.057961073
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,0,-0.00881198,-0.0031353927,-0.054679587,0.0023986204,-0.00440929,0.0046810415,-0.014613345,-0.0057692695,0.023155691,0.007402639,-0.027222786,0.056389675,0.015309446,-0.010828222,0.054274745,0.11323277
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,0,0.0065981913,0.0018860928,-0.16895239,0.02130089,0.0036073476,0.006425978,0.039695684,0.03749919,0.06647739,0.012959978,-0.0047880113,0.07554215,-0.024933428,0.011999875,0.09626959,0.02509278
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,0,-0.0061384044,-0.0031089329,-0.11175807,-0.01598943,0.003304215,-0.0014877603,-0.025436342,-0.030211003,-0.019949084,-0.005742039,-0.054865003,-0.025061965,0.043791883,0.014146388,0.083711,0.023589453
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,0,0.0053370027,0.004801009,-0.066188,0.026916957,0.003927402,0.0011146863,-0.04845127,-0.0039629485,0.02477235,0.0049385624,0.020220783,0.07853133,0.044348508,-0.06456462,-0.076717004,0.024581647
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,-0.0014485661,0.0018267095,-0.07063443,0.028582277,0.008298249,0.0053265984,0.07954027,-0.010613777,0.00583505,-0.00033211685,-0.019471519,-0.0032306034,-0.010516347,-0.025947262,0.014739792,-0.060559653
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,0,0.005079313,0.0018324452,-0.13352972,0.031735092,0.0062065287,0.0054799123,0.0024328353,0.036746785,0.040886305,0.006003146,0.08280134,0.03128164,-0.004651724,0.07555938,0.13128164,0.060579583
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,0,-0.007976426,-0.009511523,0.093407474,-0.003346784,-0.009948226,-0.0046889246,-0.11440495,-0.0064835586,0.01830386,-0.0022705747,-0.0033766627,0.0053679296,0.044378057,0.01087625,-0.011427035,0.07027591
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,0.0010677902,0.0021335026,0.09519714,-0.018121438,-0.0013362039,-0.0039661718,0.04502367,-0.0035148363,-0.023307104,-0.006402684,0.012270388,-0.0010520872,-0.018426253,-0.031636316,0.02998221,-0.010400818
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,0,0.008438973,-0.0022393232,0.027196035,-0.035456926,-0.0070999423,-0.005379729,-0.06296166,0.012204346,0.008103222,0.0033973947,-0.06508895,0.048027687,0.06946814,0.077077575,0.058757395,0.045586564
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,0,-0.0051301233,-0.0026859525,-0.15028356,-0.029327748,-0.0054905596,0.001823237,-0.060661033,-0.02191986,-0.005795322,0.0016785716,0.037703358,-0.0011190278,0.055725854,0.06367414,0.044631746,-0.0009227111
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,0,0.007838757,0.0016741769,0.114639744,0.002399045,-0.01649174,-0.004033119,-0.012782313,0.00039520022,0.0020215942,-0.007825438,-0.035398636,-0.016583677,0.049802348,-0.032281123,0.08900158,0.053777132
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,0,0.0026843646,-0.0034589227,-0.008080032,-0.015754733,-0.011300182,-0.005535044,-0.06333989,0.06745633,0.020579461,0.0021452175,-0.008061573,0.018599192,0.06865415,0.027071353,-0.0854663,0.019625131
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,0.0065872176,-0.004032792,0.029681755,-0.021724964,-0.0072250385,-0.009861859,-0.03855606,-0.05362993,-0.014993998,-0.008789253,-0.08091922,-0.013175492,0.038305115,0.0011009639,0.014748508,-0.024396364
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,0,0.002825762,-0.0020992707,0.088880874,0.01949805,-0.00092800177,0.00031421613,-0.065592,0.037346043,0.012060825,0.0036009592,0.07740969,0.03391353,0.027593683,0.031435184,0.0076555857,0.0049457727
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,0,0.0045948857,0.0029376657,0.07269186,0.038117938,-0.010417795,-0.009398389,0.029043332,-0.006953851,0.015515493,-0.0053115916,-0.09789173,0.033970356,0.05849148,0.05816494,0.07668735,0.09438874
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,0,0.006021983,0.0061786766,0.013262585,0.013017428,-0.002927749,-0.004643962,-0.0037622284,0.03540632,0.039526634,0.0040963963,0.009243295,0.03192362,0.037615478,0.04465643,0.08502057,-0.028006926
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,0,0.012547972,-0.0016380688,-0.15150592,-0.017716654,0.0095522925,-0.0010997725,-0.0782245,0.052314613,0.023978058,0.0029274044,0.032511078,0.024773084,0.039275743,0.035545725,0.0608219,-0.017384069
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,0,0.0037144877,-0.0072824275,0.04400781,0.012579294,0.0033744117,-0.0055217566,-0.019860186,-0.055254545,-0.008473662,-0.009108474,-0.029104296,-0.04030812,0.023935508,-0.05921417,-0.0031688358,0.10092218
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,0,0.0075695133,-0.0015764378,-0.077010676,-0.014432011,-0.0012146435,-0.0052535287,-0.09330623,0.029861324,0.04569906,0.0065050037,-0.08072609,0.061388243,0.00017388444,0.004264252,0.023049623,0.03631909
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,0,0.0025152816,-0.0029623348,-0.060049713,-0.024232652,-0.010044098,-0.0029222488,-0.10112018,-0.055686057,-0.0077612675,-0.0034277178,-0.101839975,-0.017115325,0.03967002,0.028738553,0.053769633,0.04987439
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,1,-0.000869208,-0.0010765691,-0.062178288,-0.010202759,0.010575114,-0.0017951875,-0.03807774,-0.02898679,-0.014293373,-0.0062182276,0.039176296,-0.038347483,-0.0028454494,0.033080548,-0.030336123,-0.0011807824
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,1,-0.005857057,0.0016540786,-0.16538508,0.007697696,-0.0052240845,0.0015378722,-0.021558493,0.041761514,0.04865519,0.0035230191,0.022424148,0.03614906,0.011848541,0.033203475,-0.05816789,0.0026988238
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,1,-0.003518396,-0.0011441736,-0.045652933,0.008438531,-0.0057273703,-0.00281669,0.040078457,-0.009550186,-0.00204656,-0.004039161,0.05345803,-0.02942244,0.004381244,0.033192903,0.023635091,-0.026517306
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,1,0.0058607613,-0.0019457835,0.08257354,0.0259921,0.0017775393,-0.0074960096,0.013807517,0.008166839,0.02411052,0.007970257,0.046025947,0.036450565,-0.025439871,0.008998495,-0.06083052,0.016235212
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1,-0.0021900884,-0.0026274642,-0.15207838,0.035468053,-0.0057143783,0.006360309,0.015083957,-0.0013497411,0.026265377,0.007170248,-0.0465571,0.06163103,0.046334773,0.047810465,-0.01971241,-0.053129103
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,-0.004747093,-4.881993e-06,-0.1156473,0.0242064,0.016626108,0.0049337223,-0.014710583,0.03368206,0.009013648,0.0038805571,-0.021531418,-0.0032356149,-0.017833438,0.048997104,-0.03666102,-0.016721249
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,-0.000778807,0.00101844,-0.12659681,0.033620387,-0.0042893053,0.0026004738,-0.0021279454,0.0012647929,0.007336179,0.009072026,-0.063646175,0.028853271,0.020461172,0.077525824,-0.044108335,-0.056750543
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,1,-0.009507231,0.003554904,-0.1872638,0.01045424,0.014483254,0.0049241707,0.0072002932,0.025121838,0.029830063,0.0074194577,-0.12987874,0.0371349,-0.0042950152,0.00092014857,-0.014304803,-0.03961336
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,1,-0.006021168,0.000809437,-0.054484718,0.01255081,0.006606696,0.0043428815,0.05121722,0.02212521,0.00993036,0.010651453,-0.12327686,0.06230153,0.016611693,0.015431777,-0.002515865,0.013852303
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,1,-0.0077482113,0.0008672526,-0.010065343,-0.0012042127,-0.0016038208,0.0046677245,0.14178912,0.004607985,-0.015596935,0.0003053618,0.058860242,0.009595242,0.022734089,0.019393187,-0.01480359,-0.079031035
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,1,-0.006005862,-0.00088997505,-0.06806363,-0.012461817,0.008007029,0.0063701347,-0.04662503,0.016391214,0.011228936,0.0075255046,-0.017145121,0.03279735,0.022886325,-0.0042458847,-0.0012407181,0.05416342
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,1,-0.0032507994,-0.00048985425,0.031534016,0.028686048,0.0073123258,0.008614491,0.027756574,0.0060366737,0.013840032,0.004139484,0.08790316,0.020556357,0.005381016,0.06922291,0.006281895,0.029582497
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,1,-0.010866916,0.002506066,-0.179741,0.019144015,0.014226387,0.012932981,-0.04006913,0.06231999,0.032023508,0.011084214,-0.06283763,0.06150998,0.010583635,0.03783202,0.009416861,-0.006635106
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,1,0.0036666705,-0.00049199833,-0.078837335,0.0038059494,0.0056328136,0.0047294376,0.019111428,-0.0074603288,-0.0053668427,0.0023812195,0.05617712,0.037966788,0.04916489,0.001163024,-0.07351778,0.057269298
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,1,0.00989696,0.0072243772,-0.04470917,0.01710819,0.0048326743,0.0050452356,-0.013877943,0.016687438,-0.0014885135,0.005250886,0.0038137287,0.03495112,0.031671226,0.03272257,-0.06806988,-0.092413634
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,1,-0.0051855035,0.00021918514,-0.17890194,0.026216302,0.0151224695,0.014712136,0.08119044,0.008643816,0.021012295,0.0030527723,-0.0012632543,0.041595906,0.0029346133,0.019255545,0.13674572,0.07991742
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,1,0.00833385,-0.00055196986,-0.08836004,-0.020485433,-0.0019698595,-0.0011491544,-0.07811956,-0.035814762,-0.013679233,-0.004459667,0.011328898,-0.034592137,-0.026461482,-0.016243506,-0.0446981,-0.0498849
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,0.0002123001,-0.007514949,-0.10022873,-0.007944707,0.00033941772,-0.0028230574,-0.06909489,0.04155569,0.02840256,0.0037870891,-0.14238435,0.049937703,-0.026618492,-0.008884857,-0.031021077,0.006565042
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,1,-0.016501915,-0.00500583,-0.21577603,-0.02063496,0.0012819795,0.0066634845,0.0020336546,-0.0011638503,-0.015107074,-0.00014586444,-0.18207526,-0.0030928883,0.021779899,0.048121795,0.0343358,-0.011283433
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,1,-0.01035618,0.0013969529,-0.17046845,-0.0030393582,-0.0028033862,0.0053996774,0.027329816,-0.042855553,-0.010291863,0.0012311531,-0.03880398,-0.00017547514,0.051128026,0.04592441,0.033656564,0.00056200987
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,0.014717529,-0.00016333349,-0.07183558,0.013325425,0.0147025585,0.004934551,0.040976416,0.024841694,0.0068560243,-0.0005880218,-0.0032406338,0.0102600735,0.029815173,-0.001207934,-0.023850935,0.0029541976
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,1,-0.0029693572,0.00067068817,-0.06390155,0.0026862882,0.008359227,0.004397738,0.034721825,0.014991518,-0.0034320343,0.005391221,-0.10777735,0.0040090787,-0.020898957,0.019304335,-0.05213459,-0.074487165
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,-0.0012716072,0.0034936946,0.024665458,0.026435949,0.0014360361,0.0035555612,0.10044627,0.024191448,0.00019990047,0.0063542593,-0.16057941,0.051645454,0.032659285,0.035545126,-0.030187637,0.0061430447
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,1,-0.0054326076,-0.00794588,-0.04241333,-0.016552214,-0.0020285049,-0.005219149,0.017784968,-0.033365484,-0.02137405,-0.0022386205,0.0764166,-0.035703145,0.00533914,0.061655164,0.017591715,-0.08232891
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,1,-0.0017434648,0.011041917,-0.140128,0.02685089,0.009122497,0.0045186244,0.053504124,0.053499263,0.010840936,0.004741056,-0.02361812,0.039701365,0.028270133,-0.052493535,0.045257516,-0.092557415
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,1,-0.0033661304,-0.0050676176,-0.19727468,-0.026286121,-0.002539431,-0.0075520496,-0.031748556,0.051598035,0.0108038355,0.00671113,0.095500916,0.06232017,-0.01785512,0.06548302,0.05206206,-0.10377474
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,1,-0.008400644,0.00058833987,0.03430557,-0.035915397,-0.014148228,-0.011928669,-0.07037379,-0.08219322,-0.051055558,-0.0034745745,0.23260562,-0.031524282,-0.012001116,0.0009103203,-0.044403583,0.005109478
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,1,0.0022506518,0.0029961467,0.08073506,0.011879062,0.0018700546,0.0025743204,0.05085419,0.012153778,0.02656909,0.0039477,0.083517335,0.031010821,-0.06818119,-0.0012401035,-0.013505498,-0.017240278
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,-0.0138278045,-0.00507688,-0.0047091693,0.0096308375,-0.0053034206,-0.0045038965,-0.05405399,0.03887818,0.0235854,0.006210252,-0.050384693,0.044984914,0.020607822,0.0073360815,0.023684781,-0.0058721807
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,0.0048624873,0.003338353,0.034642957,0.002134379,-0.0059888954,-0.0010788904,0.004209002,-0.03931497,-0.009303612,-0.0040364275,0.1474412,-0.00058672694,0.0012402199,0.001518826,-0.078764275,-0.09225569
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,-0.0029250006,0.0013005389,0.025968513,-0.007343974,0.011562561,0.003592825,-0.04198777,0.020420855,0.02454133,0.0059394105,0.054559615,0.017311554,-0.038533136,0.020920187,-0.074029505,0.0044459095
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,1,-0.0036269953,-0.0034977705,-0.034642577,-0.0038318494,-0.0031810827,0.0036685204,0.025171518,0.011804964,-0.00013504829,-0.004724885,-0.01414083,-0.0050706835,0.019128347,0.015933357,-0.06547702,0.08404134
