Full filepath,Full Class Index,sensitivityscore_before_features.5.block.1.0,sensitivityscore_After_features.5.block.1.0_0.5,sensitivityscore_After_features.5.block.1.0_0.6,sensitivityscore_before_features.5.block.3.0,sensitivityscore_After_features.5.block.3.0_0.5,sensitivityscore_After_features.5.block.3.0_0.6
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,0,-0.0011651339,0.00071975356,-0.0028902083,0.03549564,-0.028692732,-0.022888605
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,0,0.00736112,0.010125723,0.008746703,0.05122362,0.013135352,-0.0013106791
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,0,0.00032425713,0.0018885233,-0.0027255388,-0.008911303,-0.039296266,-0.024778575
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,0,-0.0014390775,0.003418584,0.0026214812,0.026905265,0.028947365,0.039679296
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,0,-0.0029864335,0.0036466122,0.0065179574,0.02982108,0.0021246737,0.047536194
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,0,-0.0021932889,0.006968896,0.0060691973,0.040859293,-0.024068035,-0.036920875
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,0,-0.0054917713,0.0036661364,0.004921506,-0.0023481008,-0.009915235,-0.0018481207
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,0,-0.0020108544,-0.0014723669,-0.0033123516,0.022817072,-0.0077508865,-0.0066407053
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,0,-0.0037690504,0.010491471,-0.003378851,0.0042375196,0.029043619,0.015487756
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,0,-0.0018339169,0.0037453696,0.006613125,0.033503577,0.0038082656,0.016014794
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,0,-0.0016986183,-0.001130332,0.00042473339,0.029368818,0.05097077,0.040999413
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,0,0.00088354596,0.0039950768,-3.7702383e-05,0.041697707,-0.024560906,0.030559838
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,0,-0.000783395,0.0018257994,0.0023860887,0.011281201,-0.04390938,-0.010569828
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,0,-0.00351466,0.0020125299,0.01785225,0.0043979054,-0.018601067,0.013683816
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,0,-0.0021524597,0.0030301572,0.0027000795,0.037750382,0.012160433,0.0009211954
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,0,-0.00018075597,0.00898338,0.00643468,0.026612552,-0.005242802,-0.011961486
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,0,-0.0038089748,-0.006172549,-5.5509154e-05,-0.00677594,0.008859063,0.020175032
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,0,-0.001050784,0.00704276,0.006397214,0.0049244994,0.05309686,0.031803396
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,0,0.0014771951,-0.006836178,-0.00459519,0.01933467,-0.0011567362,0.0003551785
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,0,-0.002155692,-0.0019188096,0.0058184694,0.0062689106,0.018373804,0.020522892
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,-0.0043521086,0.010183034,0.0076596285,-0.0006958237,-0.041317694,-0.024083517
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,0,-0.005000595,-0.0027618036,0.0017938581,-0.002451825,-0.00022457587,-0.009071233
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,0,-0.006566963,-0.005715565,0.002049882,-0.0026574065,-0.03587638,-0.007819184
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,-0.0049154777,0.0014962729,-0.0014249145,-0.0037075619,0.0014365774,0.0020557446
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,0,0.004387128,-0.0021508872,-0.009370747,0.033113986,0.044697613,0.03520368
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,0,0.0008249865,0.0032277645,-0.0047664447,0.034306664,-0.043156922,-0.05062432
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,0,0.0029456492,-0.0014494429,-0.003995355,0.029807286,-0.0062955427,0.0101667335
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,0,0.0020463355,0.002393329,0.007979256,0.017139126,0.029359076,0.013142107
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,0.0023348155,-0.0022572542,-0.008815571,0.036893897,-0.000181376,-0.012264724
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,0,0.004312361,-0.0023763436,0.0052202055,0.06571884,0.057396606,0.052964985
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,0,0.0040530786,-0.0017306589,-0.0054373136,-0.011864892,0.0067178095,0.027658233
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,0,-0.0017952896,-0.0024754773,0.0027915898,0.01453772,0.02242906,0.046051428
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,0,0.0057783765,0.005965683,0.002722757,0.06082771,-0.0011749165,0.05098802
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,0,0.003405034,0.015881328,0.012211371,0.04052294,-0.006671067,0.01348689
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,0,0.0036987928,0.0015863893,-0.0037045681,0.045093253,0.03349475,0.03681599
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,0,0.003218288,-0.0026675204,-0.0055459132,0.025808828,-0.016799018,0.0053540915
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,1,-0.0011523023,-0.0056561986,-0.0019308175,-0.02998583,-0.029952116,0.0020590704
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,1,0.0033562852,-0.003930921,0.0016694865,0.036455773,-0.01740198,-0.015313202
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,1,0.00061170774,-0.003637416,-0.004414214,-0.027763397,-0.040625393,-0.036449708
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,1,-0.00043063104,-0.0012188337,0.003462464,-0.0067290636,0.015508706,0.0033768383
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1,-0.006816226,0.0030428858,-0.0024657995,-0.0100813955,0.05578494,0.018385101
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,0.00016389391,0.0019906266,-0.0014122776,0.006775258,0.013733882,0.008255068
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,-0.0054593883,0.0064092427,0.007319116,0.014194607,-0.033427715,-0.021087836
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,1,7.407449e-05,0.0021019613,0.0023972734,0.024580587,0.030701833,0.020174867
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,1,-0.00052692706,-0.0060362257,-0.007498884,-0.025745245,-0.033864625,-0.024967007
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,1,-0.0048071733,-0.005771514,-0.0007525482,-0.0006956216,-0.03816775,-0.022425547
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,1,0.0011569007,-0.00885018,-0.0058249636,0.0005686064,0.008525766,0.023631848
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,1,0.004926854,-0.0009492275,0.007339753,0.008811865,-0.052508786,-0.008697823
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,1,0.0036342093,-0.0014979991,-0.0050685797,0.018332914,0.02088051,0.015002341
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,1,-0.0030080304,-0.0062316726,-0.0050888956,-0.015023231,0.04419487,0.05745468
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,1,-0.00533891,-0.0037184455,-0.005058455,0.009625356,0.010872448,0.013855953
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,1,-0.004761122,-0.009022292,-0.0038811634,-0.029793758,0.042319708,-0.010181798
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,1,-0.0029073404,0.0042752447,0.0035777246,-0.019644398,0.0140862195,0.014278958
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,0.0019516621,-0.0038343905,-0.0022357013,-0.01154129,-0.026005786,-0.03658271
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,1,-0.00415057,-0.008268665,-0.009161758,-0.011172401,-0.03720788,-0.01698472
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,1,-0.0040385155,-0.0050688097,-0.0055167205,-0.010997375,0.013791538,0.022214131
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,0.002835236,5.9969607e-06,-0.002616402,0.0240646,0.011650799,0.013474707
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,1,-0.0003667,-0.0015641975,-0.004796491,-0.011377087,0.01778895,0.0008201748
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,-0.001841414,-0.00433185,-0.0040908623,-0.02135789,-0.038886786,-0.027418403
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,1,-0.000446236,-0.0023724318,-0.0015281959,-0.03129124,-0.020034313,-0.0070663737
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,1,-0.0027019435,0.006198493,0.0004682357,-0.0047318586,-0.012808913,-0.0014378289
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,1,-0.0008864987,-0.0040520425,-0.006594562,0.0067048473,-0.017251845,0.013967799
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,1,-0.0038938303,-0.0027049761,-0.010642761,0.0012202896,-0.024640135,-0.043677166
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,1,-0.002596032,-0.008463088,-0.0026934855,0.009881952,0.001157518,-0.008967558
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,-0.0014998035,0.003331908,0.0042685783,-0.02876652,-0.062313512,-0.04250858
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,0.0041514416,-0.0013697019,-0.0029167645,0.016944475,-0.009267512,-0.02290209
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,0.0071046166,0.0041616713,-0.002173829,-0.037104234,0.0036844602,0.020724174
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,1,-0.004144472,-0.0028864222,-0.004747621,-0.011348527,0.029157445,0.028188787
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,1,-0.003556265,0.00136793,0.0030170802,-0.01958733,-0.017898586,-0.010474924
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,1,-0.0012820875,-0.0018702337,-0.00047750957,0.024228353,-0.0046333233,0.0022568386
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,1,-0.005704153,0.0024418975,0.0036899862,0.005505055,0.011753147,-0.051216226
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,1,-0.005676383,0.001543771,-0.0051037367,-0.004972711,0.037841346,0.03661288
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,-0.002001936,-0.002158977,-0.0004875493,0.0051196255,-0.0129770925,0.027366515
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,0.0049810736,-0.011739653,-0.0033271993,0.021299465,-0.022980042,-0.00931691
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,-0.0018601498,-0.0070121605,-0.016434632,0.0053236475,0.032948982,0.036108673
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,0.0020101143,0.007379228,0.004339707,0.011157008,-0.0034487648,0.021751383
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,0.008897106,-0.0004362741,-0.0020821805,0.011598524,-0.012804071,-0.02748423
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,0.0035551554,-0.004090407,-0.00830944,-0.023028284,-0.05560078,-0.03130174
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,0.008191925,-0.0047757654,-0.002687531,0.0030822335,-0.024870591,-0.028689403
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.0018175782,0.004445279,0.0112432055,-0.014701631,-0.046850696,-0.040945157
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,-0.0077232304,0.0012596054,-0.0062615303,-0.02470867,0.017678946,0.0007393914
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,-0.00064961286,0.010684799,-0.0009392756,0.038956378,0.017792033,0.0006156643
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,-0.004288325,0.0040819133,0.0060186205,-0.0020059864,-0.016473245,-0.0014917599
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,0.00077883236,-0.0019791469,0.0020032763,0.014861442,0.0019455214,0.0060181986
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,0.00223265,0.00044931838,0.0028165195,-0.032204583,-0.037236907,-0.0044797207
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,0.012837613,0.0008452579,-0.0021831398,0.03224718,-0.0040364694,0.003155563
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,0.0014313159,-0.004417542,-0.00034145662,-0.010715463,0.00522169,0.025646588
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,-0.0025905303,0.0016710602,-0.004297835,-0.008406954,-0.016949791,-0.036781102
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.0007538281,0.00032509188,-0.0032741744,-0.0030536857,-0.035429865,-0.01737567
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,-0.0005603936,0.012880538,0.0038261712,-0.011362276,-0.03170909,-0.0018876202
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,2,0.0037626603,-0.007969581,-0.0043311752,0.011909319,-0.028899914,-0.03910265
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,0.005741327,0.0040105977,0.0018440285,0.021062382,-0.06766412,-0.025283087
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,0.0015031233,-0.0010825132,-0.0047126967,0.02794626,-0.007793809,0.0145099815
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,0.007636547,0.0068356656,-0.0019869728,0.034660324,-0.017098159,0.010939392
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,2,0.0027121862,0.006704608,0.008386747,-0.044817142,-0.03196544,0.0061951615
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,2,0.005375417,0.0020434756,-0.00011064927,0.035099447,-0.011852758,-0.005794406
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,2,0.0047958675,0.0024667475,-0.005783103,-0.0057350527,0.0073140534,0.028498529
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,2,-0.004508156,0.007219863,0.002155481,-0.010212967,-0.02013591,-0.005658403
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,-0.00081952405,-0.0019159755,0.0013994148,-0.030988494,-0.024292491,-0.029372666
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,2,0.0046613566,0.0024973934,0.006832688,-0.021824896,-0.015271384,-0.014310548
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,2,0.0052983775,-0.0014075395,0.0035338178,0.029284276,0.017742883,0.024770103
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,0.0026864854,-0.001250417,0.002410377,0.008389102,-0.008266244,-0.0051594046
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,-0.0017384388,0.010052251,0.007565811,0.0057676574,-0.034268774,-0.012114489
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,2,0.0028876585,0.0027611696,-0.0039548464,0.013689505,-0.05215032,0.017630229
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,2,-0.005962081,-0.0052376366,-0.0021501665,-0.04237517,0.023242764,-0.00081159174
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,2,-0.0031097215,0.005249717,0.004143662,0.0004456701,-0.057119835,-0.035533402
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,0.00023361109,0.00082717044,0.0037462243,-0.035188325,0.028424226,0.0072822534
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,0.007112014,-0.00038273586,0.0068066926,0.01455529,-0.023338728,-0.031952403
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,2,-0.0100058,-0.004232364,-0.0015710297,-0.021290803,-0.0029971749,-0.0072146207
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,0.0019440763,-0.00928919,-0.0027685284,-0.0048145996,-0.029427577,0.0033959448
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,2,0.00012756814,-0.004482735,0.0018612089,0.021426462,-0.010358848,0.017471215
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,0.0021729444,0.005388381,0.00046375114,0.0017166792,-0.005813445,0.061452918
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,0.0041620815,-0.003373436,0.0073564127,0.013115215,-0.010977693,-0.0023407284
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,-0.000111476635,0.015075664,0.017676529,0.012756456,-0.010905211,-0.01726607
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,2,0.0053720204,-0.0074430187,-0.009350793,-0.027279325,0.0066892323,0.0063248863
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,2,-0.006620288,0.003338414,0.003441938,-0.026396506,-0.024596471,-0.019208126
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,-0.0052073575,-0.013602035,-0.010653874,-0.039753094,-0.034138825,-0.031528935
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,2,-0.0016077969,-0.002100308,0.00034647295,0.021742092,-0.04056052,-0.020163381
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,2,0.0044771023,-0.0004929316,-0.002110958,0.008807592,-0.0067754346,0.017467543
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,2,-0.006207626,-0.003661967,-0.0003080489,-0.0043808958,0.010815121,0.0050215367
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,-0.005614588,-0.00013697869,0.0024325275,0.0023084953,0.0040569343,0.003104156
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,2,-0.0029419742,0.003195723,0.007047781,0.014430642,-0.02974965,-0.019606136
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,2,0.002454257,-0.00073407847,-0.0045719715,0.015424186,0.021013133,-0.011158146
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,-0.0012934774,-0.013207915,-0.0015241224,-0.004634985,-0.05145043,-0.053023346
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,2,-0.003024973,0.0055603404,-0.0038393084,-0.018403774,-0.042476706,-0.043978475
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,-0.003681817,0.00085089356,-0.00417759,-0.01326821,0.0071177585,0.0045106723
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,2,-0.005517653,-0.001473431,0.002863966,0.017401922,-0.01737874,-0.012630483
