Full filepath,Full Class Index,sensitivityscore_before_features.11.block.2.fc1,sensitivityscore_After_features.11.block.2.fc1_0.5,sensitivityscore_After_features.11.block.2.fc1_0.6,sensitivityscore_before_features.11.block.2.fc2,sensitivityscore_After_features.11.block.2.fc2_0.5,sensitivityscore_After_features.11.block.2.fc2_0.6,sensitivityscore_before_features.12.block.2.fc1,sensitivityscore_After_features.12.block.2.fc1_0.5,sensitivityscore_After_features.12.block.2.fc1_0.6,sensitivityscore_before_features.12.block.2.fc2,sensitivityscore_After_features.12.block.2.fc2_0.5,sensitivityscore_After_features.12.block.2.fc2_0.6,sensitivityscore_before_features.13.block.2.fc1,sensitivityscore_After_features.13.block.2.fc1_0.5,sensitivityscore_After_features.13.block.2.fc1_0.6,sensitivityscore_before_features.13.block.2.fc2,sensitivityscore_After_features.13.block.2.fc2_0.5,sensitivityscore_After_features.13.block.2.fc2_0.6,sensitivityscore_before_features.14.block.2.fc1,sensitivityscore_After_features.14.block.2.fc1_0.5,sensitivityscore_After_features.14.block.2.fc1_0.6,sensitivityscore_before_features.14.block.2.fc2,sensitivityscore_After_features.14.block.2.fc2_0.5,sensitivityscore_After_features.14.block.2.fc2_0.6,sensitivityscore_before_features.15.block.2.fc1,sensitivityscore_After_features.15.block.2.fc1_0.5,sensitivityscore_After_features.15.block.2.fc1_0.6,sensitivityscore_before_features.15.block.2.fc2,sensitivityscore_After_features.15.block.2.fc2_0.5,sensitivityscore_After_features.15.block.2.fc2_0.6,sensitivityscore_before_features.16.0,sensitivityscore_After_features.16.0_0.5,sensitivityscore_After_features.16.0_0.6
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,0,0.075844966,0.26992437,0.2434749,-0.0061488133,0.18847956,0.106625065,0.0047774613,-0.019113827,0.089416385,-0.07260276,0.008928632,-0.02304577,-0.0914536,0.15486147,0.0971127,-0.045053132,0.11650579,0.10585317,0.117871985,-0.07520849,0.036376074,0.04128899,0.06435415,0.17959146,-0.021133574,0.010727469,-0.11426808,-0.053231195,0.0023046508,-0.0011769645,0.02215556,0.042686217,0.04738686
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,0,0.032461233,0.16706204,-0.021460384,-0.0726526,0.14722744,0.16466123,0.11461868,0.074611306,0.041169547,0.058874037,-0.005472854,-0.043230698,-0.0052955206,0.079476625,0.0014713518,0.038643632,0.13316363,0.10753399,-0.022872642,0.11717114,0.087694466,-0.04026795,0.16027418,0.10962007,0.008723155,0.022947682,0.00214836,-0.016184455,0.014680915,0.02798722,0.010125091,0.044430584,0.05344928
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,0,0.0084921755,-0.10362989,-0.041505434,-0.07709996,0.10659005,0.020782843,-0.0348289,0.078969084,0.035338767,0.05564346,0.0249294,0.024126846,0.03709406,-0.02966914,0.102647565,0.0660477,0.016490456,0.09738481,0.11759893,-0.054498956,-0.07435085,-0.0034812288,0.07332969,0.07165563,0.034224465,0.12862858,0.008314049,0.03135064,-0.11612369,-0.1370231,0.010261993,0.032748513,0.02087051
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,0,0.00050988793,0.045588333,-0.0380159,-0.07514792,0.03745923,0.05592889,0.12440391,0.06833881,0.054739907,-0.029387534,0.035723783,0.066238716,0.0752821,0.098795116,-0.08864167,0.030033825,-0.056055054,-0.046104442,0.05851656,0.11533438,0.19889699,0.02452845,0.08203743,0.08980197,0.014746234,0.08501519,0.085776486,0.020276843,0.03798514,0.061686464,0.016546119,0.023770953,0.037366565
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,0,0.0356007,0.13534923,0.102069564,0.06166265,0.1517965,0.050162036,0.08639674,0.13423918,0.13017459,-0.019259727,0.1128955,0.09384528,-0.14393824,0.12110175,0.036182754,-0.06745832,0.109702006,0.09189433,0.056590367,0.100697935,0.017806873,0.034614176,0.11303659,0.13070339,-0.07804549,0.25167918,0.071952485,0.007511791,0.015734907,0.016683528,0.018070411,0.05407773,0.05040839
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,0,0.11489584,-0.055414855,-0.023984741,-0.03410208,0.06475562,-0.1064174,-0.17845444,0.1057605,0.043605633,-0.027184626,0.06212741,0.10322672,-0.040474504,-0.045441967,0.009684417,0.017501786,-0.077999435,-0.032398034,0.036267433,0.16262937,0.11198805,0.0051243547,0.08592977,0.07774493,-0.07476413,0.1859349,0.018293323,-0.009184065,-0.02435049,-0.026810188,0.02887663,0.049401358,0.048876673
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,0,-0.12861478,0.25612962,0.24332352,-0.15688315,0.11134174,0.21382152,0.00057654455,-0.100055136,-0.11606963,0.0025527766,0.10767557,0.097938105,0.13172218,0.17058001,0.20433447,0.05603883,0.12865894,0.09324528,0.04254874,0.15329012,0.031078188,-0.013663116,0.08014126,0.18691643,0.01694617,0.22550777,0.023174629,-0.008045044,-0.04587125,-0.040442802,0.01941547,0.06484772,0.051534183
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,0,0.112156026,0.12030821,0.107418306,-0.08433862,0.119231775,0.104162924,-0.045339637,0.03731338,0.0029045716,0.022948006,0.045027696,0.10442829,0.13222231,0.19488637,0.22018144,0.019712504,0.24053931,0.15259263,0.1781548,-0.046414457,0.06989121,0.077884205,0.14778472,0.14729507,0.06969558,0.06872548,-0.03552144,0.0142648,0.06395225,0.0123488195,0.02449574,0.021830793,0.04169276
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,0,0.094445094,0.23580974,0.16724072,-0.054342568,-0.059024915,0.1200925,0.0496955,0.110323764,0.089124314,-0.04139905,0.11484926,0.16193026,0.19968808,0.120042495,0.062071923,0.08730656,0.03692227,0.054177087,-0.15016133,0.01693379,0.08562404,-0.024728619,0.07980782,0.07039689,-0.1004919,0.20287877,0.00026331097,0.047044825,0.0024997154,0.01609977,0.023197304,0.062283378,0.04615015
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,0,0.16814493,0.15697783,-0.045836985,-0.057023775,0.06440686,0.07071265,-0.14828122,0.024106849,0.0022291206,-0.025348946,0.113346055,0.080470234,0.07628755,-0.043983206,0.011473345,0.029168336,0.052745722,0.002521569,-0.06564849,-0.092058316,-0.0072971117,-0.038515143,-0.002290357,0.08997318,0.06432018,0.06838325,0.00435351,-0.0051308926,0.02856802,0.016378595,0.028741654,0.032370597,0.04690975
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,0,-0.032374635,0.093345255,0.021633513,-0.08437905,0.07297504,0.10660213,0.01077994,-0.15998764,-0.13581571,-0.025476199,-0.076990694,0.063134715,0.060916968,0.036101572,0.00012216158,-0.010511886,0.07633526,0.094257936,-0.0017047096,0.2003263,0.20367163,-0.0056554116,0.07853748,0.19576612,-0.06066982,0.16378185,-0.069376156,-0.048209116,-0.015270364,-0.020528035,0.010072818,0.050288185,0.04469455
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,0,0.11286686,-0.07715702,-0.015150841,-0.017511282,0.05406566,0.07378566,-0.040452406,0.09477127,0.13567108,-0.0018627569,0.09727661,0.08802518,0.0052893944,0.023291875,0.057965092,0.02133008,0.13754494,0.10606159,0.06780157,-0.03053514,0.22672662,-0.00823441,0.15019482,0.11416028,-0.12737909,0.11492994,-0.06909377,-0.068606764,-0.037579335,-0.045656443,0.018875178,0.060070172,0.047336154
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,0,-0.06470067,-0.11425636,-0.05715306,-0.11160598,0.09414235,0.04285162,-0.010465501,0.25720227,0.24754466,-0.035847403,0.10312854,0.16389622,-0.09023186,0.19623706,0.08183511,0.01973055,0.118809946,0.14589372,-0.051710524,0.06770931,0.1366879,-0.035554405,0.13379613,0.1917243,-0.1354826,0.18395455,-0.05627006,0.016703356,0.017836437,0.044317596,0.022699986,0.06379226,0.052890375
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,0,-0.027005289,-0.02076257,-0.074676365,-0.17292413,0.09689116,0.06411085,0.04762576,-0.011530077,-0.06647413,0.04915376,0.06633359,0.0022096708,-0.055943638,-0.00022878498,-0.02707062,0.034733344,0.021483293,0.053458437,0.10818766,0.15771872,0.21558075,-0.022636076,0.0721385,0.07257713,0.09125193,0.08146998,0.032617223,0.017274626,0.018097576,0.024309132,0.02864536,0.04700942,0.04828229
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,0,0.07428196,0.25960827,0.15260276,-0.09026253,-0.004581213,0.16078344,-0.0017771386,0.10597281,0.124095745,-0.052739814,0.08187488,0.14357956,-0.11191492,0.15330753,0.12526524,-0.025711553,-0.010293558,0.1098806,-0.08667149,0.26643908,0.1387565,0.007339772,0.04198976,0.098035134,-0.1394044,0.27213344,0.0005793199,-0.011553416,0.056008272,0.031347785,0.019659057,0.08411944,0.065594584
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,0,-0.06551515,0.0070390347,0.018425882,-0.06565601,0.07410435,0.15051737,0.07363657,0.07342234,-0.08042462,-0.011799042,0.07995333,0.10554029,0.07188242,-0.021558397,-0.024055842,-0.009188393,0.03575022,0.105196044,0.14449628,0.033322625,-0.05191015,0.014898397,0.03842783,0.0481335,0.035430558,0.02436531,-0.022816718,-0.005933687,0.085222274,0.069623575,0.004021091,0.047020122,0.05256188
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,0,0.07939479,0.3052658,0.17642885,-0.028373446,0.19024345,0.14281353,-0.15961415,0.108304575,0.036287818,-0.12621629,0.1479423,0.16819723,-0.04757238,0.11157422,0.0139632,-0.0518974,0.07272096,0.023186322,0.015755713,0.14981633,0.102923766,-0.020748556,0.08228883,0.1237884,-0.007404715,-0.045997836,-0.04117787,-0.015772913,-0.035305023,-0.023314059,0.019137874,0.031299356,0.03885538
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,0,0.007749168,0.05298135,0.041302703,-0.003108034,0.022808475,0.033798978,-0.06304903,-0.02663279,-0.059108414,-0.04137856,0.015979653,0.018529084,0.009155456,0.14642194,0.046612106,0.046796437,0.062408816,0.05653356,0.055411015,0.116430975,0.1278951,-0.01997636,0.06457443,0.07196796,0.015066311,-0.0490341,0.017845146,-0.015017057,-0.01696274,-0.030619752,0.021788958,0.053939667,0.059406005
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,0,-0.17029205,-0.09248295,-0.001623869,-0.029560223,-0.017900676,0.037548304,0.10315903,0.16508706,0.16057546,0.0080771595,-0.05939576,0.03922908,-0.04725462,-0.0401834,-0.12342838,0.005592348,0.07196559,0.11333923,0.14822847,-0.07199548,0.05087018,0.02258855,-0.029629482,-0.033242837,-0.029263418,0.060570687,0.00464952,0.0010212082,-0.005679908,0.012740199,0.018624289,0.03161346,0.02803165
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,0,-0.0568469,0.19539523,-0.004483983,-0.038078584,0.13409778,0.09827559,-0.06995696,-0.032589573,-0.062117472,-0.029012848,-0.0046514776,-0.0068054404,0.2083062,0.004966531,-0.009944944,0.063338414,0.11710464,0.18899734,0.12944104,0.014868882,0.16322294,0.020503238,0.07750915,0.063648045,0.027287904,-0.003258042,-0.0625395,-0.00881381,-0.00403719,-0.015456289,0.016191656,0.049843207,0.045208633
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,0,-0.012858796,0.28470293,0.20379585,-0.037961543,-0.014874494,-0.041792467,0.083617054,0.06559741,0.08171692,-0.026445558,0.012270449,0.04283546,0.088772096,0.22210725,0.20433041,0.07478021,0.041707374,0.1321935,-0.15317374,0.05157607,0.01889215,-0.107804246,0.038241155,0.028864795,-0.10504803,0.06243459,0.018692866,-0.039387755,0.00034409203,0.018410996,-0.0036720093,0.048231132,0.047433607
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,0,-0.019648146,0.12161242,-0.009001721,-0.07002109,0.06367846,-0.120722234,0.054765765,-0.05036754,-0.15173633,0.03729577,-0.07246829,-0.029149467,0.17583708,0.0148133505,-0.030281406,0.021950314,0.0711156,0.1286118,0.1911637,0.021433832,0.13609526,0.048459407,0.043054733,0.03874231,-0.006195843,0.026764296,-0.0067399107,0.017471405,0.029348515,0.026896624,0.005889945,0.02288353,0.06802824
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,0.08308043,-0.038118556,0.099261455,0.04383464,0.115953594,0.048688978,0.13494459,0.0054701464,-0.049243715,0.024853054,0.06256908,0.01820158,0.16361517,-0.03491951,-0.08947058,0.06551482,0.037868045,0.014105155,0.0008682902,0.16489227,0.0870395,0.014910652,0.08260919,0.11379041,-0.05552769,0.2713021,-0.060865838,0.012369359,-0.034712356,-0.040274322,0.010921891,0.040877238,0.049043365
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,0,0.052839085,-0.21839815,-0.09546537,0.021241665,0.11128631,0.13412368,-0.08364985,0.13273478,0.12412977,0.0070818383,0.07723844,0.061750766,0.15370789,0.014056984,0.13782151,-0.023644093,0.15327066,-0.0046993177,0.1351508,0.16583596,0.16132143,0.04984457,0.052699376,0.0025694855,0.16933636,0.15467137,-0.043172978,0.049446546,0.089383006,0.07383402,0.0275117,0.041277446,0.04450558
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,0,-0.085122116,0.15925536,0.1739239,0.06063029,-0.036233965,-0.041472092,-0.08745012,0.075972766,0.11494471,-0.0734175,0.009296486,0.16148542,-0.048273932,0.050197773,-0.029928006,-0.020864172,0.09768325,-0.013937132,0.054688938,-0.007221997,0.09948651,-0.029379627,0.036274537,0.07414956,-0.09330916,0.10598459,-0.1610498,-0.01174236,0.049891844,0.06354832,0.011039555,0.06271052,0.045062155
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,-0.107099526,0.13131082,-0.028443605,-0.008444965,0.011145882,-0.019364528,0.059564352,-0.021991402,-0.018140597,0.05777456,0.041885264,0.04207015,0.014655834,0.1958518,0.034354977,0.07119408,0.10999722,-0.011347567,-0.045637563,0.0851542,0.032018766,0.016459405,0.1227446,0.098908395,-0.08384192,0.10892831,0.0083808275,-0.06392576,-0.07582414,-0.053083364,0.021478705,0.044578873,0.06032399
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,0,0.07642975,-0.12971702,-0.09847785,-0.024589632,0.112993985,0.042876862,0.07727821,0.19031075,0.15403165,-0.0025173184,0.15094048,0.17445555,0.03902527,0.03587276,0.07322495,0.04247109,-0.0055154185,-0.0078058126,0.07724573,-0.0010093274,0.04528893,0.0015858328,0.10288951,0.114409395,0.07518841,0.098314054,0.044142015,0.032868616,-0.06423378,-0.048706293,0.009934144,0.055397253,0.06644352
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,0,0.07461947,-0.13446318,-0.108009994,-0.08989155,-0.011757003,-0.03167047,0.023612691,-0.039883222,0.04562589,0.020533014,0.18438634,0.18566532,-0.031513035,0.19248828,0.12537728,0.02304278,0.10626236,0.12955825,0.021881998,0.08628132,0.1809742,-0.059641168,0.09000178,0.19133669,-0.025346592,0.09662264,0.07648286,-0.054422513,0.0074006366,0.045108225,0.007892254,0.04762076,0.050641164
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,0,0.11241023,0.014700752,0.23332508,0.00433759,0.051028393,0.1082671,-0.025147349,-0.043849677,-0.100855686,-0.04157654,0.12528858,0.12434073,0.058680564,0.1331454,0.07294706,0.046843816,0.04988058,0.116497025,-0.04044457,0.2750618,0.19072881,-0.029502323,0.12097634,0.100007236,-0.11932995,0.0009329701,-0.09852883,-0.012070231,0.0657508,0.06931603,0.005390241,0.03778092,0.034684833
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,0,0.057805594,-0.06668116,-0.12763347,-0.05010445,0.12948309,0.21008715,0.2354242,0.04928211,-0.02183231,0.13965085,0.022914942,0.07850346,-0.02167204,0.08649794,0.08634134,0.006344507,0.1960885,0.15883729,0.029917583,0.14318661,0.06307371,-0.023696175,0.1196115,0.1112403,0.047629014,0.110523164,0.055023834,0.019442324,-0.009325911,0.008373275,0.02653369,0.032600265,0.035355516
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,-0.105196685,0.24091838,0.2656261,-0.10238541,-0.033014037,-0.13482922,0.087393135,-0.12629867,0.11415761,0.015464175,0.041026264,0.1166192,-0.01727435,0.13840947,0.10551709,0.031038094,0.07465148,0.10548355,-0.109927826,0.15176056,0.16903389,-0.05008969,0.07212776,0.07200024,-0.12263203,0.12545891,-0.04714758,0.015169854,0.042597078,0.072386466,0.027398553,0.057186037,0.056624476
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,0,-0.034210745,-0.26878384,-0.08774255,0.024827415,-0.010946069,0.07183817,-0.16049305,0.07258484,-0.036973823,-0.07684639,-0.02671326,0.10541315,0.061519872,-0.14097533,-0.05292896,-0.0043996065,-0.0820497,-0.08371839,-0.060017835,0.09483432,0.04077913,0.0034978706,0.054623425,0.091632105,0.17347348,-0.012770314,-0.02700623,0.060455248,0.0034979116,0.021874923,0.004423571,0.037579186,0.042402536
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,0,-0.007118307,-0.012176078,0.09159884,-0.018285051,-0.02849681,-0.0582038,-0.25443733,0.15756997,0.10348636,-0.09901228,0.14010747,0.13398199,0.06722587,0.08098316,0.014591292,0.048292927,0.10773069,0.06757661,-0.025181413,0.03612215,-0.02852272,-0.012251783,0.0700403,0.099137925,-0.04398225,0.03015516,-0.070600465,-0.014036131,-0.0050889375,0.0049587507,0.019889884,0.053723462,0.041734368
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,0,0.038331594,0.14690855,0.16229235,-0.055521067,-0.008163723,-0.13358209,0.081758186,0.21118352,0.055632614,-0.032785065,0.01790898,0.03168334,0.09469569,0.07560966,-0.0077211224,-0.011990406,0.09600347,0.09914584,-0.09300497,0.08883937,0.13968088,-0.05596558,0.005756069,0.009103501,-0.2175979,0.27388728,-0.04726611,0.01683498,0.019965313,0.027887428,0.011150458,0.062345292,0.04147428
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,0,0.11683235,0.13062823,0.13011266,-0.013641007,0.016064499,0.11067879,0.038357437,-0.021052003,-0.118204884,-0.019675273,-0.033997715,0.024132196,0.04840283,0.17025745,0.1232245,0.080260485,0.06795437,0.060394198,0.057942588,0.13981958,0.1031536,0.040619858,0.08967461,0.032846134,0.053047158,0.009569557,0.036435597,0.009315021,-0.010737227,-0.004191882,0.021825062,0.031138532,0.04206169
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,0,-0.13512038,-0.100672066,0.011957299,-0.064032376,0.09456988,0.06034218,-0.02445633,-0.054247607,0.054587398,-0.0071063377,0.124386735,0.09546355,0.026605416,-0.07338001,-0.00737012,0.0063720825,0.07357288,0.09235516,-0.028000865,-0.15174606,0.17839748,-0.04084205,0.075077906,0.09648467,-0.024188116,0.046024233,-0.03107065,0.014011926,0.052820846,0.0501473,0.024128592,0.044126704,0.04283409
