Full filepath,Full Class Index,sensitivityscore_before_features.11.block.2.fc1,sensitivityscore_before_features.11.block.2.fc2,sensitivityscore_before_features.12.block.2.fc1,sensitivityscore_before_features.12.block.2.fc2,sensitivityscore_before_features.13.block.2.fc1,sensitivityscore_before_features.13.block.2.fc2,sensitivityscore_before_features.14.block.2.fc1,sensitivityscore_before_features.14.block.2.fc2,sensitivityscore_before_features.15.block.2.fc1,sensitivityscore_before_features.15.block.2.fc2,sensitivityscore_before_features.16.0
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,0,-0.08175883,-0.07365197,0.019099876,0.0029234588,0.23068437,0.09000761,-0.017151976,-0.022531716,-0.15615192,-0.03293077,0.022780493
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,0,-0.10300573,-0.04875706,0.034781348,0.02815329,-0.10958056,-0.051543932,-0.10944143,-0.098612234,-0.0056260824,0.013943325,0.0068148877
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,0,-0.05531369,-0.041289553,-0.05273515,0.024522023,-0.05242693,-0.027675971,-0.07270316,-0.054608323,0.0067065954,0.010342158,0.017344223
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,0,0.015653357,-0.046992302,0.04436532,-0.028231537,-0.049324274,0.015096171,-0.04454632,-0.030214302,-0.023645643,0.017993538,-0.0022945297
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,0,-0.055481136,0.012397326,-0.0766102,-0.02539464,-0.07397144,0.027817566,0.100094326,0.044120338,-0.13047227,0.0022813682,0.025321472
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,0,0.014312174,0.077011436,-0.11378265,-0.08633301,-0.037027117,-0.029976834,-0.17557383,-0.090935096,-0.060966846,-0.015535377,0.0006466955
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,0,0.1253219,-0.0208481,0.04251832,0.03191606,-0.06617008,-0.02047259,-0.072813295,0.0035684425,0.0263322,0.0015884163,0.030729476
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,0,0.016956238,0.08677148,-0.055952955,-0.020289313,-0.14225021,0.012625805,-0.0048635527,0.020930618,-0.055490278,0.039005045,0.0075467206
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,0,-0.0018555764,-0.012476858,0.11395556,0.024696082,-0.021686714,0.05569681,-0.10785596,-0.010894994,-0.049777247,-0.019023,0.034011424
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,0,0.16902572,0.1096324,0.02387725,0.06948878,-0.13859995,-0.039228424,0.04890909,-0.001963728,0.11082828,0.04089571,0.020121528
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,0,0.033650964,-0.089831024,0.05006678,0.016392441,0.2140058,0.021649584,-0.10675078,-0.030429533,0.061030455,0.045660987,0.006865046
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,0,0.19646797,-0.01721285,0.13933372,0.09288341,-0.10246278,0.043949954,-0.028408106,-0.034992702,-0.007066749,0.06593313,0.0042915577
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,0,0.015843704,0.0145349335,-0.0012177676,0.051708438,-0.04389205,-0.09409754,-0.07425841,-0.020984817,0.043747153,-0.04077694,0.025639346
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,0,0.2574364,0.13104826,-0.04533381,-0.034038775,0.020100828,-0.02132365,-0.013648275,-0.06516348,-0.10699573,0.06260755,0.021596305
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,0,0.12675668,-0.010281665,-0.074253425,-0.0052228747,0.12511548,0.0014901506,-0.14546484,-0.052607466,0.006676253,0.019076135,0.0028927713
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,0,0.14049158,0.060495336,0.12743431,0.008377751,-0.10876982,0.0012069,0.02035907,0.016325843,-0.07935265,0.014482749,0.029294293
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,-0.029729582,-0.021488752,-0.063865215,0.030681368,-0.1978367,-0.045281943,-0.07545982,0.012338322,-0.09081911,0.029149799,0.02445867
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,0,0.009502439,-0.012164004,-0.2808664,-0.119406536,0.07956362,0.019102562,-0.06704175,-0.08680536,0.034885302,0.051128224,0.012141516
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,0,-0.10436158,0.026076097,-0.014528684,-0.024940824,-0.18383956,-0.05969889,0.053215906,0.008337915,0.05815967,-0.0039751353,0.0135282315
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,-0.28426868,-0.04163891,-0.17337045,-0.104506135,-0.11073224,-0.033230692,-0.067288786,-0.034242924,0.068805605,0.009112929,0.01155379
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,0,-0.22743699,-0.13432218,0.1870077,-0.013387357,0.15860459,0.019045949,-0.194936,-0.056883734,-0.0011404548,0.004907648,0.0087984055
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,0,0.08425356,0.041826993,-0.030002542,0.0064434567,-0.15545319,-0.043094087,-0.022656294,-0.010681738,-0.14999345,-0.012944425,0.0018403
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,0,0.10866481,0.04921111,-0.035568357,0.0041773785,-0.14219429,-0.012514342,-0.06732911,-0.032508332,-0.012324154,0.04734386,0.015381272
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,0,-0.033758428,0.019469492,0.020912446,-0.10063799,0.0110415,-0.014598386,-0.08954734,-0.074282125,0.026360605,0.029064674,0.007679226
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,0.2753292,0.09523301,-0.13978276,-0.031249272,0.15221187,-0.0039779264,0.04782994,0.044737227,0.023287319,0.029154217,0.005587073
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,0,0.14366035,0.10315692,0.16879554,0.068377756,0.20101094,0.0021834467,-0.060931142,-0.028652877,0.06602858,0.016277596,0.013706205
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,0,0.12877654,0.051594943,0.2809062,0.070264556,-0.061454162,0.025093617,0.01978428,-0.011855892,0.07808933,0.030268395,-0.013751208
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,0,0.05587607,-0.0549218,0.03685356,0.0011361614,-0.09684446,0.04270218,0.008951045,-0.0069835465,-0.102525756,-0.03237164,0.026111156
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,0,0.26343226,0.05762819,-0.09115797,0.0014168173,0.116986535,0.025403239,0.04171162,-0.017248884,-0.12548666,-0.02491052,-0.01716407
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,0,0.093533754,0.015829476,0.15452209,0.10260941,-0.07624758,-0.05044859,-0.07045261,0.0066546267,0.1164327,0.054584004,0.013876646
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,0,0.21091399,0.014333673,0.052644763,-0.018764017,-0.00049227243,0.033730917,0.0002531968,-0.063995935,-0.1962503,0.037361383,0.005066411
/mnt/sdd/caltech_training/three_classes/train/001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,0,0.14326696,-0.022048172,0.13609378,0.11804209,-0.048787624,-0.013284878,0.02648623,0.05425566,0.06875075,0.027886441,0.039438874
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,1,0.03377548,-0.0022741891,0.12860042,0.0014954843,-0.039761394,0.009531159,-0.044551976,0.0016828869,0.02438993,-0.013267287,0.026462074
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,1,0.0935922,0.06260559,0.27392977,0.12372805,0.015011266,0.06414942,0.092619814,0.07398118,0.09286844,0.026959345,-0.0056778807
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,1,0.051606648,0.022117384,0.08729727,0.026081853,0.051576287,0.011152467,-0.10747256,-0.074894734,-0.01563593,0.011483746,0.020182017
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,1,0.10353539,0.05881132,-0.20521414,-0.029759837,0.099802025,-0.028280765,-0.14331523,-0.03286854,0.038238406,0.032636568,0.00055165845
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1,-0.078357965,0.01916001,0.026163839,-0.115179375,0.080237836,0.038488295,0.056225915,-0.011624553,0.031937804,0.002612493,-0.0024219025
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,0.22902794,0.035105303,-0.008867398,0.0058446415,-0.0010579713,0.020343948,0.0030561127,-0.05008371,-0.015155055,-0.008999368,0.010664041
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,-0.031670384,0.0030587576,-0.053937964,-0.026465718,0.003026992,-0.076751,0.017343238,0.041911446,0.090768956,-0.05082769,0.016503032
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,1,0.23624945,0.08957676,-0.15083024,-0.04011231,0.10320112,0.034006342,-0.009804541,-0.01613,0.100690186,0.04416708,0.024858594
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,1,0.024359511,-0.031176975,0.010153174,-0.0015762877,-0.11646415,-0.056522712,0.06822598,0.020896565,0.02335734,0.024844564,-0.0014442205
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,1,-0.1368465,-0.08319435,-0.1156713,-0.03214834,-0.012140285,0.019879647,-0.1183398,0.0097414255,-0.1769785,-0.01030872,0.027978318
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,1,0.13727048,0.038157545,-0.0861325,0.011248956,-0.15653896,-0.011474311,0.058329612,0.014299745,-0.11556431,-0.0013780654,-0.014438371
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,1,0.28188372,0.15973853,0.1817823,0.06019455,0.027100623,-0.008594377,-0.016971365,0.036760874,-0.047723286,0.025645668,-0.009468754
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,1,-0.13834727,-0.06350959,0.15646642,0.06781878,0.14533658,0.013760907,-0.03143506,0.05099326,-0.03283516,-0.0016917204,-0.007231821
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,1,0.111561015,0.06003938,0.10573411,0.054125354,0.105527446,0.030683706,-0.048553213,-0.012981493,-0.02270561,0.03276393,0.024388315
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,1,0.03161095,0.0037045889,0.075029016,0.031571064,-0.087231345,-0.018790616,-0.053629786,-0.079088524,0.058475424,-0.012673326,-0.015716836
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,1,0.05183592,0.019771248,0.083064795,0.027088936,0.04009379,-0.04276398,0.033031154,0.0040620696,0.14013794,0.03505751,-0.003321759
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,1,0.10066484,0.049791947,0.123166874,0.038408533,0.08720686,0.11948887,-0.0160582,-0.007609616,0.10598962,-0.025294034,-0.005277463
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,-0.093853615,-0.0126240505,0.019779395,0.017931417,0.027618766,-0.046895586,0.034987383,0.016601913,0.1079736,0.030963145,0.01070833
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,1,0.112795494,0.061919034,0.06894362,0.017643858,0.12796474,-0.019205848,-0.047540292,0.053314716,0.018506415,-0.026676808,0.025469687
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,1,-0.07762196,-0.11421638,0.16868198,0.021143802,-0.08321267,0.029178109,0.009116642,0.044368394,0.025990963,0.01360815,0.01329794
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,0.08698739,0.024622735,0.09963958,-0.007947937,0.2761283,0.10818457,0.0814342,-0.0048407502,0.033923864,0.0015879348,0.004354266
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,1,0.05548878,-0.040642846,0.41438764,0.123538174,0.1819613,0.07820873,-0.07843107,-0.027353287,0.10749702,0.035959892,0.009624869
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,-0.113853246,-0.053162888,0.008536506,0.017387783,-0.07024251,-0.083951086,0.037643477,0.012371123,-0.01165285,0.020890795,-0.00024013652
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,1,0.10660225,0.039524645,0.21616241,0.049827166,-0.1700623,-0.014854565,-0.08925937,0.025718927,0.0917771,0.022920772,0.00884749
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,1,-0.2649162,-0.047431596,-0.10111452,-0.055770103,0.025635123,-0.055589974,-0.027307246,-0.06759617,0.061243046,0.03044516,0.013091473
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,1,0.015672304,0.049870983,0.0072260546,0.021707531,0.018413749,0.0016959123,-0.0057878364,0.046993136,-0.020379003,-0.008878451,0.028439678
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,1,-0.07843049,-0.022870988,0.0029317737,-0.030917723,-0.020167025,0.03337719,0.019186322,0.030565228,0.025270957,-0.01946966,0.010774419
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,1,0.016488783,0.044968136,0.03916953,0.0404136,-0.00077842735,0.025588658,0.09157375,0.022862904,-0.029920697,0.00047919154,0.009301122
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,0.007241886,-0.013056585,0.13542107,0.013937458,-0.07949698,0.0025515053,0.029148329,0.109647654,0.013404392,0.05172135,0.018344337
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,-0.07123877,-0.049768057,0.06584241,-0.014947996,-0.14098404,0.029173821,0.05705502,-0.0056634154,0.06393857,-0.012865291,0.01186778
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,0.22425291,0.091052726,-0.24122934,-0.032981932,-0.016611386,-0.016113628,0.07469375,0.014664389,0.009272896,0.02372894,0.004841622
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,1,0.02162787,0.033580408,0.095568776,0.025524853,-0.10735174,-0.057999462,-0.075526364,-0.047027785,-0.11800327,0.04387196,0.009830801
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,1,0.060198873,0.03827731,0.2581688,0.06813868,0.12909406,0.072721526,-0.050477926,-0.0060137147,-0.050222397,0.034466468,0.007859196
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,1,-0.08399947,0.01924793,0.05091238,-0.040995814,0.13840806,0.011880413,-0.08035545,-0.04305824,0.09460193,-0.0076392926,0.007861288
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,1,0.15422298,0.04035472,0.0747209,0.092276216,0.017240223,0.05905635,0.014867663,-0.0034268396,-0.05374543,-0.025726171,-0.00040437328
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,1,0.045463286,-0.046305746,0.1690867,0.056621447,-0.06552197,0.10527988,-0.114315115,-0.007059755,-0.037281882,0.04335525,0.014555244
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,1,-0.04705697,-0.019896023,-0.119581744,0.0085660955,0.024677232,0.02286676,-0.058358453,-0.06819957,0.03570133,-0.028293356,0.02705142
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,0.24795604,0.0722266,-0.022869516,-0.055758588,-0.14975747,-0.10958645,0.08312908,0.043239404,-0.11455231,0.021373961,0.023805063
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,0.118686214,0.09772886,0.14566621,0.069747,0.1506082,0.016195428,-0.027058179,-0.05977115,0.13024628,0.01613793,0.015819559
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,1,0.16970435,0.08926546,-0.0017871968,0.03717892,-0.1636649,-0.037549723,0.034534454,0.030780405,-0.084602386,-0.01554456,0.016268665
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,1,0.14062521,0.05696121,-0.17644218,-0.06613754,-0.12162161,0.02001135,0.021734457,-0.039073575,-0.036986135,-0.034646563,0.016967619
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,1,-0.20224777,-0.08915211,-0.216894,-0.08138016,0.091084264,-0.01578575,-0.017676769,-0.056172848,0.123984344,0.021530287,0.007005524
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,1,-0.08735309,0.0012757406,-0.13601048,-0.046247855,0.11202925,0.008352701,-0.124031425,-0.044226553,0.010987356,0.012073442,0.017962461
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0.032668144,0.026819564,-0.07481167,-0.0063640852,-0.10954957,-0.08367342,-0.095462546,-0.060696173,0.1166969,-0.045125872,0.010851663
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,1,-0.019260276,-0.016792798,0.08379389,0.084954165,0.17829072,0.05981537,0.08580351,-0.004876308,0.15775886,0.024124216,0.02198015
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,1,-0.054355264,-0.06668353,0.010911902,0.025138762,0.006701976,0.023779513,-0.052064892,-0.071302146,0.009109754,-0.012856765,0.009070719
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,0.1491209,0.07048547,0.04623892,0.005050583,0.045776144,0.04272168,0.07105068,0.047310192,0.11524901,0.008684502,0.01572001
/mnt/sdd/caltech_training/three_classes/train/002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,1,0.059895724,0.1336787,0.13335279,0.027417416,0.011100575,-0.06256215,-0.015017008,0.0019609444,0.097760625,0.0370718,0.018871315
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,2,-0.15694128,0.032818448,0.027834414,0.007367025,-0.025234012,-0.02898563,0.006013698,-0.022674799,0.11356004,0.0540598,0.003098141
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,2,0.058167245,0.04241603,-0.28769737,-0.055162266,-0.17626607,-0.057285257,0.12141911,-0.040220134,-0.024866723,-0.04228153,-0.011350555
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,2,-0.16641475,-0.031942163,0.20032582,0.060521007,0.0017563663,0.017450206,0.04326829,0.019654114,0.1628227,0.007939505,0.015975585
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,2,0.21684742,0.077521704,0.063074715,0.014879213,0.03974259,-0.018121783,-0.095678955,0.01053738,-0.13287456,-0.039309923,0.011042103
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,2,0.07327214,0.062471613,-0.11840164,-0.04435586,0.012117991,0.0020799413,0.019130789,0.069575086,0.058244154,0.012901938,0.0075884876
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,-0.14112946,-0.051913146,-0.0055287927,-0.034363918,-0.17996249,-0.05144334,0.0052594393,-0.012745914,0.12587503,-0.004100967,0.011780206
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,2,-0.054978304,0.0049921423,-0.15878645,-0.058656543,-0.15870848,-0.059444185,-0.06359652,-0.044874776,0.031981684,-0.011111919,-0.01229881
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,2,0.08270976,0.08002327,-0.11746019,-0.018586352,-0.23946173,-0.12819654,-0.042548016,-0.045073256,0.07003075,-0.055212546,0.0162589
/mnt/sdd/caltech_training/three_classes/train/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,2,-0.10293733,-0.071269535,0.32919642,0.059170112,-0.137207,-0.04781832,0.018879175,0.06760051,0.04444748,-0.0043010893,0.0153496545
